宗教團體名稱,主管機關,主祀神祇,行政區,縣市,鄉鎮市區,村里,地址,教　別,完整地址,X,Y
太子廟,臺南市政府,太子爺,臺南市山上區,臺南市,山上區,豐德里,臺南市山上區豐德里隙子口47號,道教,臺南市山上區豐德里隙子口47號,0,0
中壇宮,臺南市政府,太子爺,臺南市鹽水區,臺南市,鹽水區,歡雅里,臺南市鹽水區歡雅里15鄰中州寮9-1號,道教,臺南市鹽水區歡雅里15鄰中州寮9-1號,0,0
德馨宮,臺南市政府,文衡聖帝,臺南市後壁區,臺南市,後壁區,墨林里,臺南市後壁區墨林里13鄰321號,道教,臺南市後壁區墨林里13鄰321號,0,0
昭清宮,臺南市政府,文衡聖帝,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區安西里118-3號,道教,臺南市佳里區安西里118-3號,0,0
明聖殿,臺南市政府,文衡聖帝,臺南市柳營區,臺南市,柳營區,重溪里,臺南市柳營區重溪里小腳腿12鄰123號,道教,臺南市柳營區重溪里小腳腿12鄰123號,0,0
慈孝宮,臺南市政府,王媽娘娘,臺南市麻豆區,臺南市,麻豆區,磚井里,臺南市麻豆區磚井里83-5號,道教,臺南市麻豆區磚井里83-5號,0,0
佛聖壇,臺南市政府,北方真武上帝,臺南市後壁區,臺南市,後壁區,平安里,臺南市後壁區平安里4鄰51之1號,道教,臺南市後壁區平安里4鄰51之1號,0,0
玄天宮,臺南市政府,北極玄天上帝,臺南市仁德區,臺南市,仁德區,中洲里,臺南市仁德區中洲里333號,道教,臺南市仁德區中洲里333號,0,0
聖武宮,臺南市政府,北極玄天上帝,臺南市北區,臺南市,市北區,成德里,臺南市北區成德里文成路193號,道教,臺南市北區成德里文成路193號,0,0
上帝廟,臺南市政府,玄天上帝,臺南市鹽水區,臺南市,鹽水區,水秀里,臺南市鹽水區水秀里土庫24號,道教,臺南市鹽水區水秀里土庫24號,0,0
北極殿,臺南市政府,玄天上帝,臺南市麻豆區,臺南市,麻豆區,安東里,臺南市麻豆區安東里8鄰安業119號,道教,臺南市麻豆區安東里8鄰安業119號,0,0
玄虎宮,臺南市政府,玄天上帝,臺南市仁德區,臺南市,仁德區,中生里,臺南市仁德區中洲中生里13鄰226-31號,道教,臺南市仁德區中洲中生里13鄰226-31號,0,0
天德宮,臺南市政府,玄天上帝,臺南市鹽水區,臺南市,鹽水區,三明里,臺南市鹽水區三明里舊營116號,道教,臺南市鹽水區三明里舊營116號,0,0
賢明壇,臺南市政府,玄天上帝,臺南市龍崎區,臺南市,龍崎區,楠坑里,臺南市龍崎區楠坑里7鄰小湖子15-1號,道教,臺南市龍崎區楠坑里7鄰小湖子15-1號,0,0
真武殿,臺南市政府,玄天上帝,臺南市新營區,臺南市,新營區,南興里,臺南市新營區南興里延平路112號,道教,臺南市新營區南興里延平路112號,0,0
靈殿宮,臺南市政府,玄天上帝,臺南市後壁區,臺南市,後壁區,平安里,臺南市後壁區平安里9鄰魚寮10號,道教,臺南市後壁區平安里9鄰魚寮10號,0,0
仁德北極殿,臺南市政府,玄天上帝,臺南市仁德區,臺南市,仁德區,中洲里,臺南市仁德區中洲里中州381之22號,道教,臺南市仁德區中洲里中州381之22號,0,0
玄天宮,臺南市政府,玄天上帝,臺南市西港區,臺南市,西港區,西港里,臺南市西港區堀子頭西港里25鄰46-1號,道教,臺南市西港區堀子頭西港里25鄰46-1號,0,0
南港墘北極殿,臺南市政府,玄天上帝,臺南市新市區,臺南市,新市區,港墘里,臺南市新市區港墘里22鄰華美11號,道教,臺南市新市區港墘里22鄰華美11號,0,0
二甲玄武殿,臺南市政府,玄天上帝,臺南市六甲區,臺南市,六甲區,二甲里,臺南市六甲區二甲里民權街215號,道教,臺南市六甲區二甲里民權街215號,0,0
平安鎮安堂,臺南市政府,玄天上帝,臺南市後壁區,臺南市,後壁區,短樹里,臺南市後壁區長短樹里藥店口58之5號,道教,臺南市後壁區長短樹里藥店口58之5號,0,0
北極殿,臺南市政府,玄天上帝,臺南市麻豆區,臺南市,麻豆區,安西里,臺南市麻豆區安西里安業227號之10,道教,臺南市麻豆區安西里安業227號之10,0,0
全安宮,臺南市政府,玄天上帝,臺南市白河區,臺南市,白河區,昇安里,臺南市白河區昇安里3鄰三間厝39號,道教,臺南市白河區昇安里3鄰三間厝39號,0,0
上帝廟,臺南市政府,玄天上帝,臺南市白河區,臺南市,白河區,汴頭里,臺南市白河區汴頭里4鄰內枋林20號,道教,臺南市白河區汴頭里4鄰內枋林20號,0,0
大灣玉虛寺,臺南市政府,玄德聖帝,臺南市永康區,臺南市,永康區,大灣里,臺南市永康區大灣里中灣1街16號,道教,臺南市永康區大灣里中灣1街16號,0,0
玉皇宮,臺南市政府,玉皇大帝,臺南市學甲區,臺南市,學甲區,秀昌里,臺南市學甲區秀昌里中山路下溪洲16號之12,道教,臺南市學甲區秀昌里中山路下溪洲16號之12,0,0
辜厝翰林院,臺南市政府,田都元帥,臺南市歸仁區,臺南市,歸仁區,辜厝里,臺南市歸仁區辜厝里中正6街62號,道教,臺南市歸仁區辜厝里中正6街62號,0,0
永安宮,臺南市政府,石府千歲,臺南市麻豆區,臺南市,麻豆區,北勢里,臺南市麻豆區北勢里3鄰加輦邦29號,道教,臺南市麻豆區北勢里3鄰加輦邦29號,0,0
石安宮,臺南市政府,石府千歲,臺南市麻豆區,臺南市,麻豆區,大山里,臺南市麻豆區大山里大山腳7鄰69-4號,道教,臺南市麻豆區大山里大山腳7鄰69-4號,0,0
金安宮,臺南市政府,朱府千歲,臺南市西港區,臺南市,西港區,金砂里,臺南市西港區.金砂里4鄰砂凹仔5-1號,道教,臺南市西港區.金砂里4鄰砂凹仔5-1號,0,0
石梯代天府,臺南市政府,朱府千歲,臺南市龍崎區,臺南市,龍崎區,崎頂里,臺南市龍崎區崎頂里14鄰石梯子2號,道教,臺南市龍崎區崎頂里14鄰石梯子2號,0,0
西埔興安壇,臺南市政府,池府千歲,臺南市南化區,臺南市,南化區,西埔村,臺南市南化區西埔村16鄰200號,道教,臺南市南化區西埔村16鄰200號,0,0
武東玄武宮,臺南市政府,池府千歲,臺南市歸仁區,臺南市,歸仁區,武東里,臺南市歸仁區武東里武東二街40號,道教,臺南市歸仁區武東里武東二街40號,0,0
勸善堂,臺南市政府,池府千歲,臺南市後壁區,臺南市,後壁區,崁頂里,臺南市後壁區崁頂里4鄰47號,道教,臺南市後壁區崁頂里4鄰47號,0,0
保安宮,臺南市政府,池府千歲,臺南市西港區,臺南市,西港區,檨林里,臺南市西港區東竹林檨林里13號,道教,臺南市西港區東竹林檨林里13號,0,0
太安宮,臺南市政府,池府千歲,臺南市龍崎區,臺南市,龍崎區,大坪里,臺南市龍崎區大坪里38號,道教,臺南市龍崎區大坪里38號,0,0
永就宮,臺南市政府,池府千歲,臺南市新市區,臺南市,新市區,永就里,臺南市新市區永就里6號,道教,臺南市新市區永就里6號,0,0
塭內蚶寮永昌宮,臺南市政府,池府千歲,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區龍安里塭子內39號,道教,臺南市佳里區龍安里塭子內39號,0,0
永安宮,臺南市政府,池府千歲,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區頂廍里10鄰116號,道教,臺南市佳里區頂廍里10鄰116號,0,0
慈明宮,臺南市政府,池府千歲,臺南市學甲區,臺南市,學甲區,三慶里,臺南市學甲區三慶里105號,道教,臺南市學甲區三慶里105號,0,0
池興堂,臺南市政府,池府千歲,臺南市下營區,臺南市,下營區,新興里,臺南市下營區新興里寮前15鄰2街22號,道教,臺南市下營區新興里寮前15鄰2街22號,0,0
頂窩永威靈殿,臺南市政府,池府千歲,臺南市東山區,臺南市,東山區,聖賢里,臺南市東山區聖賢里19鄰頂窩55號,道教,臺南市東山區聖賢里19鄰頂窩55號,0,0
鎮山宮,臺南市政府,池府千歲,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區鎮山里94號,道教,臺南市佳里區鎮山里94號,0,0
池王宮,臺南市政府,池府千歲,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區鎮山里信義1街166巷7號,道教,臺南市佳里區鎮山里信義1街166巷7號,0,0
鎮西宮,臺南市政府,西方元帥,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區安西里51鄰130-128號,道教,臺南市佳里區安西里51鄰130-128號,0,0
伽藍廟,臺南市政府,伽藍尊王,臺南市鹽水區,臺南市,鹽水區,津城里,臺南市鹽水區津城里朝琴路5號,道教,臺南市鹽水區津城里朝琴路5號,0,0
佛祖廟,臺南市政府,佛祖,臺南市善化區,臺南市,善化區,坐駕里,臺南市善化區坐駕里24鄰31號,佛教,臺南市善化區坐駕里24鄰31號,0,0
七股九龍宮,臺南市政府,吳府千歲,臺南市七股區,臺南市,七股區,七股里,臺南市七股區七股里4鄰95號,道教,臺南市七股區七股里4鄰95號,0,0
天玄宮,臺南市政府,吳府千歲,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區民安里新宅36號,道教,臺南市佳里區民安里新宅36號,0,0
東興宮,臺南市政府,吳府千歲,臺南市北門區,臺南市,北門區,中樞里,臺南市北門區中樞里23號,道教,臺南市北門區中樞里23號,0,0
泰安宮,臺南市政府,吳府千歲,臺南市北門區,臺南市,北門區,永華里,臺南市北門區永華里80號,道教,臺南市北門區永華里80號,0,0
保安宮,臺南市政府,李府千歲,臺南市麻豆區,臺南市,麻豆區,總榮里,臺南市麻豆區總榮里3鄰32號,道教,臺南市麻豆區總榮里3鄰32號,0,0
大山宮,臺南市政府,李府千歲,臺南市麻豆區,臺南市,麻豆區,大山里,臺南市麻豆區大山里4鄰212號,道教,臺南市麻豆區大山里4鄰212號,0,0
忠孝堂,臺南市政府,岳府元帥,臺南市後壁區,臺南市,後壁區,仕安里,臺南市後壁區仕安里9鄰59號,道教,臺南市後壁區仕安里9鄰59號,0,0
天峘聖堂,臺南市政府,明明上帝,臺南市南化區,臺南市,南化區,十化里,臺南市南化區十化里14鄰293號,一貫道,臺南市南化區十化里14鄰293號,0,0
代天宮,臺南市政府,金府千歲,臺南市善化區,臺南市,善化區,什乃里,臺南市善化區什乃什乃里9鄰81號,道教,臺南市善化區什乃什乃里9鄰81號,0,0
佛頂山朝聖寺,臺南市政府,阿彌陀佛,臺南市左鎮區,臺南市,左鎮區,榮和里,臺南市左鎮區菜寮榮和里106之1號,佛教,臺南市左鎮區菜寮榮和里106之1號,0,0
濟佑宮,臺南市政府,保生大帝,臺南市白河區,臺南市,白河區,蓮潭里,臺南市白河區蓮潭里北埔8號,道教,臺南市白河區蓮潭里北埔8號,0,0
保生宮,臺南市政府,保生大帝,臺南市仁德區,臺南市,仁德區,中生里,臺南市仁德區中生里83號,道教,臺南市仁德區中生里83號,0,0
興安宮,臺南市政府,紀府千歲,臺南市北門區,臺南市,北門區,永華里,臺南市北門區永華里64號,道教,臺南市北門區永華里64號,0,0
慶濟宮,臺南市政府,清水祖師,臺南市善化區,臺南市,善化區,東隆里,臺南市善化區東隆里6鄰183號,道教,臺南市善化區東隆里6鄰183號,0,0
永安堂,臺南市政府,清水祖師,臺南市後壁區,臺南市,後壁區,頂長里,臺南市後壁區頂長里4鄰24號,道教,臺南市後壁區頂長里4鄰24號,0,0
善主公廟,臺南市政府,善主公,臺南市白河區,臺南市,白河區,竹門里,臺南市白河區番子園竹門里13鄰20-17號,道教,臺南市白河區番子園竹門里13鄰20-17號,0,0
普天宮,臺南市政府,普庵祖佛,臺南市麻豆區,臺南市,麻豆區,小埤里,臺南市麻豆區小埤頭小埤里3鄰1-2號,道教,臺南市麻豆區小埤頭小埤里3鄰1-2號,0,0
普何宮,臺南市政府,普庵祖師,臺南市麻豆區,臺南市,麻豆區,謝安里,臺南市麻豆區謝安里2號,道教,臺南市麻豆區謝安里2號,0,0
聖懿普庵堂,臺南市政府,普庵祖師,臺南市安定區,臺南市,安定區,新吉里,臺南市安定區新吉新吉里58-12號,道教,臺南市安定區新吉新吉里58-12號,0,0
南聖宮,臺南市政府,游府千歲,臺南市七股區,臺南市,七股區,鹽埕里,臺南市七股區鹽埕里3鄰鹽埕209號,道教,臺南市七股區鹽埕里3鄰鹽埕209號,0,0
廣興宮,臺南市政府,楊府太師,臺南市西港區,臺南市,西港區,南海里,臺南市西港區中港南海里19鄰24號,道教,臺南市西港區中港南海里19鄰24號,0,0
天聖宮,臺南市政府,溫府千歲,臺南市西港區,臺南市,西港區,港東里,臺南市西港區八份港東里24-3號,道教,臺南市西港區八份港東里24-3號,0,0
玉井慈惠堂,臺南市政府,瑤池金母,臺南市玉井區,臺南市,玉井區,玉田里,臺南市玉井區玉田里玉安街41號,道教,臺南市玉井區玉田里玉安街41號,0,0
九龍殿,臺南市政府,謝府元帥,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區建南里南勢街296號,道教,臺南市佳里區建南里南勢街296號,0,0
開天府,臺南市政府,關聖帝君,臺南市後壁區,臺南市,後壁區,嘉田里,臺南市後壁區嘉田里5鄰48-15號,道教,臺南市後壁區嘉田里5鄰48-15號,0,0
南天忠義堂,臺南市政府,關聖帝君,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區頂廍里89號之1,道教,臺南市佳里區頂廍里89號之1,0,0
大聖海般若禪寺,臺南市政府,釋迦牟尼佛,臺南市後壁區,臺南市,後壁區,嘉田里,臺南市後壁區嘉田里5鄰48-14號,佛教,臺南市後壁區嘉田里5鄰48-14號,0,0
普明寺,臺南市政府,觀世音菩薩,臺南市麻豆區,臺南市,麻豆區,小埤里,臺南市麻豆區小埤里苓子林1鄰1之32號,道教,臺南市麻豆區小埤里苓子林1鄰1之32號,0,0
佳福寺,臺南市政府,觀世音菩薩,臺南市佳里區,臺南市,佳里區,市佳里,臺南市佳里區營頂里102號,道教,臺南市佳里區營頂里102號,0,0
北極殿,澎湖縣政府,玄天上帝,澎湖縣湖西鄉,澎湖縣,湖西鄉,果葉村,澎湖縣湖西鄉果葉村1號,道教,澎湖縣湖西鄉果葉村1號,0,0
閩南臺澎玉皇宮,澎湖縣政府,玉皇大帝,澎湖縣湖西鄉,澎湖縣,湖西鄉,果葉村,澎湖縣湖西鄉果葉村110-12號,道教,澎湖縣湖西鄉果葉村110-12號,0,0
澎湖紫微宮,澎湖縣政府,紫微大帝,澎湖縣馬公市,澎湖縣,馬公市,鎖港里,澎湖縣馬公市鎖管港鎖港里8鄰593號,道教,澎湖縣馬公市鎖管港鎖港里8鄰593號,0,0
蜩鳴宮,澎湖縣政府,溫府王爺,澎湖縣白沙鄉,澎湖縣,白沙鄉,赤崁村,澎湖縣白沙鄉小赤崁村2鄰11-1號,道教,澎湖縣白沙鄉小赤崁村2鄰11-1號,0,0
龍慶宮,澎湖縣政府,關帝聖君,澎湖縣西嶼鄉,澎湖縣,西嶼鄉,合界村,澎湖縣西嶼鄉后螺合界村1號,道教,澎湖縣西嶼鄉后螺合界村1號,0,0
靈法寺,澎湖縣政府,釋迦牟尼佛,澎湖縣湖西鄉,澎湖縣,湖西鄉,果葉村,澎湖縣湖西鄉果葉村161號,佛教,澎湖縣湖西鄉果葉村161號,0,0
吳府宮,澎湖縣政府,,澎湖縣七美鄉,澎湖縣,七美鄉,海豐村,澎湖縣七美鄉下宮海豐村1鄰6號,道教,澎湖縣七美鄉下宮海豐村1鄰6號,0,0
