宗教團體名稱,主管機關,主祀神祇,行政區,縣市,鄉鎮市區,村里,地址,教　別,完整地址,X,Y
屏東光華東隆宮,屏東縣政府,溫府千歲,屏東縣屏東市,屏東縣,屏東市,光華里,屏東縣屏東市光華里福光街62號,道教,屏東縣屏東市光華里福光街62號,0,0
鎮隆宮,屏東縣政府,溫府千歲,屏東縣屏東市,屏東縣,屏東市,永安里,屏東縣屏東市永安里互助街35巷16號,道教,屏東縣屏東市永安里互助街35巷16號,0,0
萬應公祠,屏東縣政府,萬應公,屏東縣枋山鄉,屏東縣,枋山鄉,加祿村,屏東縣枋山鄉加祿村嘉和路170號,道教,屏東縣枋山鄉加祿村嘉和路170號,0,0
萬應公祠,屏東縣政府,萬應公,屏東縣恆春鎮,屏東縣,恆春鎮,山腳里,屏東縣恆春鎮山腳里路1號,道教,屏東縣恆春鎮山腳里路1號,0,0
龍華柬化堂,屏東縣政府,瑤池金母,屏東縣枋寮鄉,屏東縣,枋寮鄉,中寮村,屏東縣枋寮鄉枋寮鄉中寮村保生路6-1號,道教,屏東縣枋寮鄉枋寮鄉中寮村保生路6-1號,0,0
慶春里福德祠,屏東縣政府,福德正神,屏東縣屏東市,屏東縣,屏東市,慶春里,屏東縣屏東市慶春里福德巷32號,道教,屏東縣屏東市慶春里福德巷32號,0,0
青松宮,屏東縣政府,福德正神,屏東縣車城鄉,屏東縣,車城鄉,溫泉村,屏東縣車城鄉溫泉村(路)28-20號,道教,屏東縣車城鄉溫泉村(路)28-20號,0,0
高山巖福德宮,屏東縣政府,福德正神,屏東縣恆春鎮,屏東縣,恆春鎮,山海里,屏東縣恆春鎮山海里檳榔路9-11號,道教,屏東縣恆春鎮山海里檳榔路9-11號,0,0
慈興殿,屏東縣政府,廣澤尊王,屏東縣佳冬鄉,屏東縣,佳冬鄉,燄塭村,屏東縣佳冬鄉燄塭村泂興路3-8號,道教,屏東縣佳冬鄉燄塭村泂興路3-8號,0,0
東津隱善堂,屏東縣政府,濟公禪師,屏東縣東港鎮,屏東縣,東港鎮,興東里,屏東縣東港鎮興東里興東路252號,道教,屏東縣東港鎮興東里興東路252號,0,0
明善堂,屏東縣政府,濟公禪師,屏東縣東港鎮,屏東縣,東港鎮,興漁里,屏東縣東港鎮興漁里街62號,道教,屏東縣東港鎮興漁里街62號,0,0
青龍寺,屏東縣政府,釋迦、觀音、文殊、普賢,屏東縣車城鄉,屏東縣,車城鄉,溫泉村,屏東縣車城鄉內埔溫泉村路40之1號,佛教,屏東縣車城鄉內埔溫泉村路40之1號,0,0
淨修精舍,屏東縣政府,釋迦牟尼佛,屏東縣新園鄉,屏東縣,新園鄉,新龍村,屏東縣新園鄉新龍村臥龍路572-120號,佛教,屏東縣新園鄉新龍村臥龍路572-120號,0,0
三隆宮,屏東縣政府,觀世音佛祖,屏東縣東港鎮,屏東縣,東港鎮,興和里,屏東縣東港鎮興和里(路)130號,道教,屏東縣東港鎮興和里(路)130號,0,0
分真南方照眾寺,屏東縣政府,觀世音妙佛,屏東縣枋寮鄉,屏東縣,枋寮鄉,地利村,屏東縣枋寮鄉地利村沿海路23巷20號,佛教,屏東縣枋寮鄉地利村沿海路23巷20號,0,0
甘隆宮,屏東縣政府,觀音佛祖,屏東縣萬丹鄉,屏東縣,萬丹鄉,甘棠村,屏東縣萬丹鄉甘棠村(路)29號,道教,屏東縣萬丹鄉甘棠村(路)29號,0,0
保安寺,屏東縣政府,觀音佛祖,屏東縣東港鎮,屏東縣,東港鎮,興東里,屏東縣東港鎮興東里興東路46號,道教,屏東縣東港鎮興東里興東路46號,0,0
太子宮,屏東縣政府,觀音菩薩,屏東縣滿州鄉,屏東縣,滿州鄉,港仔村,屏東縣滿州鄉港仔村(路)38號,道教,屏東縣滿州鄉港仔村(路)38號,0,0
南天堂,苗栗縣政府,三官大帝,苗栗縣三義鄉,苗栗縣,三義鄉,雙湖村,苗栗縣三義鄉雙湖村8鄰86號,道教,苗栗縣三義鄉雙湖村8鄰86號,0,0
崁頂朝陽宮,苗栗縣政府,三府千歲,苗栗縣竹南鎮,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮崁頂新南里14鄰37號,道教,苗栗縣竹南鎮崁頂新南里14鄰37號,0,0
南衡宮,苗栗縣政府,三恩主,苗栗縣獅潭鄉,苗栗縣,獅潭鄉,獅潭村,苗栗縣獅潭鄉北庄獅潭村竹木村5鄰28號,道教,苗栗縣獅潭鄉北庄獅潭村竹木村5鄰28號,0,0
五鶴山五穀宮,苗栗縣政府,五穀大帝,苗栗縣公館鄉,苗栗縣,公館鄉,玉穀村,苗栗縣公館鄉玉穀村1鄰11號,道教,苗栗縣公館鄉玉穀村1鄰11號,0,0
慈護宮,苗栗縣政府,天上聖母,苗栗縣苑裡鎮,苗栗縣,苑裡鎮,山腳里,苗栗縣苑裡鎮山腳里14鄰378號,道教,苗栗縣苑裡鎮山腳里14鄰378號,0,0
慈安宮,苗栗縣政府,天上聖母,苗栗縣後龍鎮,苗栗縣,後龍鎮,新民里,苗栗縣後龍鎮西社新民里15鄰143-4號,道教,苗栗縣後龍鎮西社新民里15鄰143-4號,0,0
天文宮,苗栗縣政府,天極上帝,苗栗縣竹南鎮,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮三角店新南里7鄰31號,道教,苗栗縣竹南鎮三角店新南里7鄰31號,0,0
公館北龍宮,苗栗縣政府,玄天上帝,苗栗縣竹南鎮,苗栗縣,竹南鎮,公館里,苗栗縣竹南鎮公館里6鄰700之1號,道教,苗栗縣竹南鎮公館里6鄰700之1號,0,0
無極聖皇宮,苗栗縣政府,玉皇大帝,苗栗縣造橋鄉,苗栗縣,造橋鄉,龍昇村,苗栗縣造橋鄉山仔頂龍昇村12鄰21號,道教,苗栗縣造橋鄉山仔頂龍昇村12鄰21號,0,0
萬善公祠,苗栗縣政府,地藏王菩薩,苗栗縣竹南鎮,苗栗縣,竹南鎮,新南里,苗栗縣竹南鎮崁頂新南里24鄰58之22號,道教,苗栗縣竹南鎮崁頂新南里24鄰58之22號,0,0
福陽宮,苗栗縣政府,池府元帥,苗栗縣造橋鄉,苗栗縣,造橋鄉,朝陽村,苗栗縣造橋鄉海埔仔朝陽村9鄰24之4號,道教,苗栗縣造橋鄉海埔仔朝陽村9鄰24之4號,0,0
清泉寺,苗栗縣政府,西方三聖,苗栗縣造橋鄉,苗栗縣,造橋鄉,談文村,苗栗縣造橋鄉小鼓坑談文村10鄰8號,佛教,苗栗縣造橋鄉小鼓坑談文村10鄰8號,0,0
靈龍山宣元寺,苗栗縣政府,西方三聖,苗栗縣頭份市,苗栗縣,頭份市,流東里,苗栗縣頭份市老崎流東里34號,佛教,苗栗縣頭份市老崎流東里34號,0,0
無極玄聖宮,苗栗縣政府,西王金母,苗栗縣苑裡鎮,苗栗縣,苑裡鎮,城南里,苗栗縣苑裡鎮城南里4鄰51之1號,道教,苗栗縣苑裡鎮城南里4鄰51之1號,0,0
順行慈惠堂,苗栗縣政府,西王金母,苗栗縣竹南鎮,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮牧場崎頂里2鄰8之20號,道教,苗栗縣竹南鎮牧場崎頂里2鄰8之20號,0,0
聖天宮,苗栗縣政府,邪府王爺,苗栗縣竹南鎮,苗栗縣,竹南鎮,照南里,苗栗縣竹南鎮竹南照南里4鄰9號,道教,苗栗縣竹南鎮竹南照南里4鄰9號,0,0
天賜佛院,苗栗縣政府,明明上帝,苗栗縣造橋鄉,苗栗縣,造橋鄉,豐湖村,苗栗縣造橋鄉阿義埤豐湖村11鄰8之2號,一貫道,苗栗縣造橋鄉阿義埤豐湖村11鄰8之2號,0,0
明光寺,苗栗縣政府,阿彌陀佛,苗栗縣頭份市,苗栗縣,頭份市,民生里,苗栗縣頭份市新屋家民生里2鄰74號,佛教,苗栗縣頭份市新屋家民生里2鄰74號,0,0
五文宮,苗栗縣政府,神農大帝,苗栗縣獅潭鄉,苗栗縣,獅潭鄉,獅潭村,苗栗縣獅潭鄉和興獅潭村8鄰13號,道教,苗栗縣獅潭鄉和興獅潭村8鄰13號,0,0
雲洞宮,苗栗縣政府,開臺聖王,苗栗縣頭屋鄉,苗栗縣,頭屋鄉,鳴鳳村,苗栗縣頭屋鄉三湖鳴鳳村6鄰20號,道教,苗栗縣頭屋鄉三湖鳴鳳村6鄰20號,0,0
溫靈宮,苗栗縣政府,溫府千歲,苗栗縣竹南鎮,苗栗縣,竹南鎮,港墘里,苗栗縣竹南鎮塭仔頭港墘里13鄰1之26號,道教,苗栗縣竹南鎮塭仔頭港墘里13鄰1之26號,0,0
開基福德祠,苗栗縣政府,福德正神,苗栗縣銅鑼鄉,苗栗縣,銅鑼鄉,銅鑼村,苗栗縣銅鑼鄉東田洋銅鑼村20鄰,道教,苗栗縣銅鑼鄉東田洋銅鑼村20鄰,0,0
龍洲宮,苗栗縣政府,福德正神,苗栗縣竹南鎮,苗栗縣,竹南鎮,崎頂里,苗栗縣竹南鎮青草崎頂里1鄰8-13號,道教,苗栗縣竹南鎮青草崎頂里1鄰8-13號,0,0
正義福德宮,苗栗縣政府,福德正神,苗栗縣竹南鎮,苗栗縣,竹南鎮,公義里,苗栗縣竹南鎮大坪公義里6鄰16之6號,道教,苗栗縣竹南鎮大坪公義里6鄰16之6號,0,0
福德祠,苗栗縣政府,福德正神,苗栗縣頭份市,苗栗縣,頭份市,土牛里,苗栗縣頭份市頭份一小段327地號(聯絡處：裕賢宮：土牛里6鄰66號),道教,苗栗縣頭份市頭份一小段327地號(聯絡處：裕賢宮：土牛里6鄰66號),0,0
廣澤宮,苗栗縣政府,廣澤尊王,苗栗縣竹南鎮,苗栗縣,竹南鎮,開元里,苗栗縣竹南鎮下街仔開元里8鄰37之3號,道教,苗栗縣竹南鎮下街仔開元里8鄰37之3號,0,0
聖靈宮,苗栗縣政府,關聖帝君,苗栗縣西湖鄉,苗栗縣,西湖鄉,五湖村,苗栗縣西湖鄉茅仔埔五湖村17鄰241號,道教,苗栗縣西湖鄉茅仔埔五湖村17鄰241號,0,0
關聖宮,苗栗縣政府,關聖帝君,苗栗縣三義鄉,苗栗縣,三義鄉,雙潭村,苗栗縣三義鄉雙潭村6鄰86之24號,道教,苗栗縣三義鄉雙潭村6鄰86之24號,0,0
明新堂,苗栗縣政府,關聖帝君,苗栗縣銅鑼鄉,苗栗縣,銅鑼鄉,銅鑼村,苗栗縣銅鑼鄉東田洋銅鑼村22鄰35號,道教,苗栗縣銅鑼鄉東田洋銅鑼村22鄰35號,0,0
靈天禪寺,苗栗縣政府,釋迦牟尼佛,苗栗縣造橋鄉,苗栗縣,造橋鄉,龍昇村,苗栗縣造橋鄉新庄仔龍昇村10鄰12號,佛教,苗栗縣造橋鄉新庄仔龍昇村10鄰12號,0,0
法華寺,苗栗縣政府,釋迦牟尼佛,苗栗縣三灣鄉,苗栗縣,三灣鄉,永和村,苗栗縣三灣鄉九份寮永和村2鄰46號,佛教,苗栗縣三灣鄉九份寮永和村2鄰46號,0,0
寶平寺,苗栗縣政府,釋迦牟尼佛,苗栗縣頭份市,苗栗縣,頭份市,濫坑里,苗栗縣頭份市藤坪濫坑里4鄰42號,佛教,苗栗縣頭份市藤坪濫坑里4鄰42號,0,0
崇佛寺,苗栗縣政府,釋迦牟尼佛,苗栗縣頭份市,苗栗縣,頭份市,濫坑里,苗栗縣頭份市藤坪濫坑里7鄰165號,佛教,苗栗縣頭份市藤坪濫坑里7鄰165號,0,0
觀音淨苑,苗栗縣政府,釋迦牟尼佛,苗栗縣苗栗市,苗栗縣,苗栗市,新川里,苗栗縣苗栗市大坑新川里4鄰16-13號,佛教,苗栗縣苗栗市大坑新川里4鄰16-13號,0,0
宏善堂,苗栗縣政府,觀世音菩薩,苗栗縣銅鑼鄉,苗栗縣,銅鑼鄉,朝陽村,苗栗縣銅鑼鄉朝北朝陽村4鄰47號,道教,苗栗縣銅鑼鄉朝北朝陽村4鄰47號,0,0
天后宮,苗栗縣政府,觀世音菩薩,苗栗縣三義鄉,苗栗縣,三義鄉,雙潭村,苗栗縣三義鄉雙潭村2鄰39之1號,道教,苗栗縣三義鄉雙潭村2鄰39之1號,0,0
心眼道場,苗栗縣政府,觀音菩薩,苗栗縣苗栗市,苗栗縣,苗栗市,新川里,苗栗縣苗栗市龍岡新川里6號,佛教,苗栗縣苗栗市龍岡新川里6號,0,0
三仙宮,苗栗縣政府,,苗栗縣通霄鎮,苗栗縣,通霄鎮,梅南里,苗栗縣通霄鎮南和梅南里6鄰路二段458號,道教,苗栗縣通霄鎮南和梅南里6鄰路二段458號,0,0
三和三元宮,桃園市政府,三官大帝,桃園市龍潭區,桃園市,龍潭區,三和村,桃園市龍潭區直坑三和村10鄰21號,道教,桃園市龍潭區直坑三和村10鄰21號,0,0
臺安宮,桃園市政府,五府千歲,桃園市大園區,桃園市,大園區,南港村,桃園市大園區許厝港南港村4鄰103-41號,道教,桃園市大園區許厝港南港村4鄰103-41號,0,0
永興宮,桃園市政府,天上聖母,桃園市觀音區,桃園市,觀音區,大同村,桃園市觀音區下大堀大同村9鄰103號,道教,桃園市觀音區下大堀大同村9鄰103號,0,0
台北五賢宮,桃園市政府,太子爺,桃園市龜山區,桃園市,龜山區,龍壽村,桃園市龜山區關公嶺龍壽村28鄰7號,道教,桃園市龜山區關公嶺龍壽村28鄰7號,0,0
蓮華精舍,桃園市政府,西方三聖,桃園市觀音區,桃園市,觀音區,藍埔里,桃園市觀音區青埔藍埔里11鄰52之22號,佛教,桃園市觀音區青埔藍埔里11鄰52之22號,0,0
靈山聖地北靈宮,桃園市政府,真武大帝,桃園市龜山區,桃園市,龜山區,龍壽村,桃園市龜山區大青坑龍壽村17鄰12之1號,道教,桃園市龜山區大青坑龍壽村17鄰12之1號,0,0
靝龍堂,桃園市政府,圓通自在天尊,桃園市大園區,桃園市,大園區,南港村,桃園市大園區許厝港南港村3鄰85-1號,道教,桃園市大園區許厝港南港村3鄰85-1號,0,0
玉寶宮,桃園市政府,圓通自在天尊,桃園市龜山區,桃園市,龜山區,大坑村,桃園市龜山區員林坑大坑村9鄰15-6號,道教,桃園市龜山區員林坑大坑村9鄰15-6號,0,0
法化寺,桃園市政府,圓通自在天尊,桃園市大園區,桃園市,大園區,圳頭村,桃園市大園區後館圳頭村2鄰25號,道教,桃園市大園區後館圳頭村2鄰25號,0,0
永福宮,桃園市政府,福德正神,桃園市大溪區,桃園市,大溪區,仁和里,桃園市大溪區19鄰仁和里士香街172號,道教,桃園市大溪區19鄰仁和里士香街172號,0,0
五權村福德宮,桃園市政府,福德正神,桃園市大園區,桃園市,大園區,五權村,桃園市大園區下埔五權村4鄰47-3號,道教,桃園市大園區下埔五權村4鄰47-3號,0,0
精忠龍德宮,桃園市政府,福德正神,桃園市龜山區,桃園市,龜山區,精忠村,桃園市龜山區光峰精忠村光峰路111巷26號,道教,桃園市龜山區光峰精忠村光峰路111巷26號,0,0
誠聖宮,桃園市政府,關聖帝君,桃園市蘆竹區,桃園市,蘆竹區,坑口村,桃園市蘆竹區頭前坑口村16鄰40-2號,道教,桃園市蘆竹區頭前坑口村16鄰40-2號,0,0
龍潭天后宮,高雄市政府,天上聖母,高雄市內門區,高雄市,內門區,東埔里,高雄市內門區龍潭東埔里22號,道教,高雄市內門區龍潭東埔里22號,0,0
興天宮,高雄市政府,天上聖母,高雄市內門區,高雄市,內門區,溝坪里,高雄市內門區廣福溝坪里40號,道教,高雄市內門區廣福溝坪里40號,0,0
埔尾天后宮,高雄市政府,天上聖母,高雄市內門區,高雄市,內門區,瑞山里,高雄市內門區埔尾瑞山里1鄰12-1號,道教,高雄市內門區埔尾瑞山里1鄰12-1號,0,0
東興宮,高雄市政府,太陽星君,高雄市林園區,高雄市,林園區,溪洲里,高雄市林園區溪洲里溪洲一路56巷3號,道教,高雄市林園區溪洲里溪洲一路56巷3號,0,0
天山文衙殿,高雄市政府,文衡關聖帝君,高雄市內門區,高雄市,內門區,金竹里,高雄市內門區吉民金竹里1鄰52~10號,道教,高雄市內門區吉民金竹里1鄰52~10號,0,0
港龍宮,高雄市政府,池府千歲,高雄市林園區,高雄市,林園區,港埔里,高雄市林園區港埔里港埔路42號,道教,高雄市林園區港埔里港埔路42號,0,0
山南宮,高雄市政府,池府千歲,高雄市內門區,高雄市,內門區,內東里,高雄市內門區州界內東里13鄰9號,道教,高雄市內門區州界內東里13鄰9號,0,0
蓮華精舍,高雄市政府,西方三聖,高雄市內門區,高雄市,內門區,永吉里,高雄市內門區玉門永吉里40號,佛教,高雄市內門區玉門永吉里40號,0,0
觀音亭佛堂,高雄市政府,西方三聖,高雄市內門區,高雄市,內門區,內南里,高雄市內門區大坑內南里3-5號,佛教,高雄市內門區大坑內南里3-5號,0,0
龍鳳宮,高雄市政府,協天大帝,高雄市內門區,高雄市,內門區,永興里,高雄市內門區坑口永興里13號,道教,高雄市內門區坑口永興里13號,0,0
朝元宮,高雄市政府,真武大帝,高雄市內門區,高雄市,內門區,永吉里,高雄市內門區新生永吉里18號,道教,高雄市內門區新生永吉里18號,0,0
神農宮,高雄市政府,神農大帝,高雄市內門區,高雄市,內門區,內東里,高雄市內門區夏梅林內東里4鄰3-1號,道教,高雄市內門區夏梅林內東里4鄰3-1號,0,0
張公聖君廟,高雄市政府,張公聖君,高雄市內門區,高雄市,內門區,溝坪里,高雄市內門區廣興溝坪里23~6號,道教,高雄市內門區廣興溝坪里23~6號,0,0
玉旨三真宮,高雄市政府,清水祖師,高雄市內門區,高雄市,內門區,光興里,高雄市內門區石車光興里3-6號,道教,高雄市內門區石車光興里3-6號,0,0
朝天宮,高雄市政府,媽祖,高雄市內門區,高雄市,內門區,三平里,高雄市內門區二埔三平里4-1號,道教,高雄市內門區二埔三平里4-1號,0,0
慈雲宮,高雄市政府,媽袓天上聖母,高雄市內門區,高雄市,內門區,內東里,高雄市內門區虎頭山內東里1鄰1號,佛教,高雄市內門區虎頭山內東里1鄰1號,0,0
光明王寺,高雄市政府,摩訶毘盧遮那佛,高雄市內門區,高雄市,內門區,永興里,高雄市內門區頂庄永興里32-3號,佛教,高雄市內門區頂庄永興里32-3號,0,0
子和宮,高雄市政府,彌勒佛,高雄市內門區,高雄市,內門區,永興里,高雄市內門區頂庄永興里85號,一貫道,高雄市內門區頂庄永興里85號,0,0
啟源道院,高雄市政府,彌勒祖師,高雄市內門區,高雄市,內門區,永興里,高雄市內門區頂庄永興里5鄰16之2號,道教,高雄市內門區頂庄永興里5鄰16之2號,0,0
聚善堂,高雄市政府,濟公活佛,高雄市內門區,高雄市,內門區,永富里,高雄市內門區龍山永富里11號,道教,高雄市內門區龍山永富里11號,0,0
高雄東照山關帝廟,高雄市政府,關聖帝君,高雄市大樹區,高雄市,大樹區,小坪里,高雄市大樹區小坪里忠義路1號,道教,高雄市大樹區小坪里忠義路1號,0,0
紫竹林精舍,高雄市政府,釋迦牟尼佛,高雄市鳳山區,高雄市,鳳山區,武漢里,高雄市鳳山區武漢里漢慶街60號,佛教,高雄市鳳山區武漢里漢慶街60號,0,0
正德佛堂,高雄市政府,觀世音菩薩,高雄市鳥松區,高雄市,鳥松區,大華里,高雄市鳥松區大華里本館路44之8號,佛教,高雄市鳥松區大華里本館路44之8號,0,0
金龍寺,高雄市政府,觀音佛祖,高雄市內門區,高雄市,內門區,金竹里,高雄市內門區吉民金竹里47-2號,道教,高雄市內門區吉民金竹里47-2號,0,0
內門龍山寺,高雄市政府,觀音佛祖,高雄市內門區,高雄市,內門區,內門里,高雄市內門區學子李內門里11鄰9號,佛教,高雄市內門區學子李內門里11鄰9號,0,0
內門南海紫竹寺,高雄市政府,觀音佛祖,高雄市內門區,高雄市,內門區,內豐里,高雄市內門區內埔內豐里12鄰82號,佛教,高雄市內門區內埔內豐里12鄰82號,0,0
泰山巖,基隆市政府,顯應祖師,基隆市七堵區,基隆市,七堵區,友一里,基隆市七堵區華友一里新一路94號,道教,基隆市七堵區華友一里新一路94號,0,0
白馬尊王廟,連江縣政府,白馬尊王,連江縣東引鄉,連江縣,東引鄉,鄉華村,連江縣東引鄉華村浮動碼頭旁,道教,連江縣東引鄉華村浮動碼頭旁,0,0
華陽府,雲林縣政府,丁府八千歲,雲林縣臺西鄉,雲林縣,臺西鄉,光華村,雲林縣臺西鄉光華村路100-1號,道教,雲林縣臺西鄉光華村路100-1號,0,0
禪和宮,雲林縣政府,三山國王,雲林縣二崙鄉,雲林縣,二崙鄉,庄西村,雲林縣二崙鄉公館庄西村路15之1號,道教,雲林縣二崙鄉公館庄西村路15之1號,0,0
參天府,雲林縣政府,三府千歲,雲林縣四湖鄉,雲林縣,四湖鄉,羊調村,雲林縣四湖鄉羊調村中洋北路100號,道教,雲林縣四湖鄉羊調村中洋北路100號,0,0
福安宮,雲林縣政府,土地公,雲林縣褒忠鄉,雲林縣,褒忠鄉,中勝村,雲林縣褒忠鄉中勝村13鄰366號,道教,雲林縣褒忠鄉中勝村13鄰366號,0,0
東和村福德宮,雲林縣政府,土地公,雲林縣古坑鄉,雲林縣,古坑鄉,東和村,雲林縣古坑鄉東和村東陽段1764號,道教,雲林縣古坑鄉東和村東陽段1764號,0,0
眾善寺,雲林縣政府,大眾爺,雲林縣西螺鎮,雲林縣,西螺鎮,正興里,雲林縣西螺鎮興正興里農西路109號,道教,雲林縣西螺鎮興正興里農西路109號,0,0
無極補天宮,雲林縣政府,女媧娘娘,雲林縣莿桐鄉,雲林縣,莿桐鄉,大美村,雲林縣莿桐鄉大美村溪美路55號,道教,雲林縣莿桐鄉大美村溪美路55號,0,0
玄武宮,雲林縣政府,中壇元帥,雲林縣大埤鄉,雲林縣,大埤鄉,三結村,雲林縣大埤鄉中埤三結村38號,道教,雲林縣大埤鄉中埤三結村38號,0,0
龍雲宮,雲林縣政府,中壇元帥,雲林縣斗六市,雲林縣,斗六市,江厝里,雲林縣斗六市江厝里廍子11號,道教,雲林縣斗六市江厝里廍子11號,0,0
帥天宮,雲林縣政府,中壇太子元帥,雲林縣虎尾鎮,雲林縣,虎尾鎮,興中里,雲林縣虎尾鎮興中里路133號,道教,雲林縣虎尾鎮興中里路133號,0,0
侯興宮,雲林縣政府,五年千歲,雲林縣臺西鄉,雲林縣,臺西鄉,溪頂村,雲林縣臺西鄉溪頂村尚德段1222號,道教,雲林縣臺西鄉溪頂村尚德段1222號,0,0
聚東宮,雲林縣政府,五府三千歲,雲林縣臺西鄉,雲林縣,臺西鄉,和豐村,雲林縣臺西鄉萬興和豐村33鄰46之26號,道教,雲林縣臺西鄉萬興和豐村33鄰46之26號,0,0
興仙廟,雲林縣政府,五府千歲,雲林縣口湖鄉,雲林縣,口湖鄉,蚵寮村,雲林縣口湖鄉蚵寮村蚵寮28號,道教,雲林縣口湖鄉蚵寮村蚵寮28號,0,0
福天宮,雲林縣政府,五府千歲,雲林縣口湖鄉,雲林縣,口湖鄉,蚵寮村,雲林縣口湖鄉蚵寮村四維街45號,道教,雲林縣口湖鄉蚵寮村四維街45號,0,0
新興宮,雲林縣政府,五府千歲,雲林縣四湖鄉,雲林縣,四湖鄉,三姓村,雲林縣四湖鄉中興三姓村18之1號,道教,雲林縣四湖鄉中興三姓村18之1號,0,0
德安宮,雲林縣政府,五府千歲,雲林縣北港鎮,雲林縣,北港鎮,劉厝里,雲林縣北港鎮劉厝里116之1,道教,雲林縣北港鎮劉厝里116之1,0,0
福安宮,雲林縣政府,五府千歲,雲林縣麥寮鄉,雲林縣,麥寮鄉,興華村,雲林縣麥寮鄉興化興華村厝39號,道教,雲林縣麥寮鄉興化興華村厝39號,0,0
保安宮,雲林縣政府,元帥爺公,雲林縣大埤鄉,雲林縣,大埤鄉,南和村,雲林縣大埤鄉妮姑庵南和村,道教,雲林縣大埤鄉妮姑庵南和村,0,0
福天宮,雲林縣政府,天上聖母,雲林縣莿桐鄉,雲林縣,莿桐鄉,興桐村,雲林縣莿桐鄉振興興桐村路55號,道教,雲林縣莿桐鄉振興興桐村路55號,0,0
錫福宮,雲林縣政府,天上聖母,雲林縣莿桐鄉,雲林縣,莿桐鄉,埔子村,雲林縣莿桐鄉埔子村59號,道教,雲林縣莿桐鄉埔子村59號,0,0
和興宮,雲林縣政府,天上聖母,雲林縣莿桐鄉,雲林縣,莿桐鄉,興貴村,雲林縣莿桐鄉興貴村興中路35號,道教,雲林縣莿桐鄉興貴村興中路35號,0,0
嘉東北天宮,雲林縣政府,天上聖母,雲林縣斗六市,雲林縣,斗六市,嘉東里,雲林縣斗六市嘉東里嘉東中路21號,道教,雲林縣斗六市嘉東里嘉東中路21號,0,0
福天宮,雲林縣政府,天上聖母,雲林縣西螺鎮,雲林縣,西螺鎮,福田里,雲林縣西螺鎮福田里7鄰社口段88號,道教,雲林縣西螺鎮福田里7鄰社口段88號,0,0
潮洋宮,雲林縣政府,天上聖母,雲林縣褒忠鄉,雲林縣,褒忠鄉,潮厝村,雲林縣褒忠鄉潮厝村30號,道教,雲林縣褒忠鄉潮厝村30號,0,0
天聖宮,雲林縣政府,天上聖母,雲林縣斗六市,雲林縣,斗六市,長平里,雲林縣斗六市長平里長平北路17號,道教,雲林縣斗六市長平里長平北路17號,0,0
天后宮,雲林縣政府,天上聖母,雲林縣二崙鄉,雲林縣,二崙鄉,大義村,雲林縣二崙鄉大義村大義46號,道教,雲林縣二崙鄉大義村大義46號,0,0
聖元宮,雲林縣政府,天上聖母,雲林縣崙背鄉,雲林縣,崙背鄉,大有村,雲林縣崙背鄉大有村新豐路3號,道教,雲林縣崙背鄉大有村新豐路3號,0,0
福心宮,雲林縣政府,天上聖母,雲林縣西螺鎮,雲林縣,西螺鎮,安定里,雲林縣西螺鎮安定里11鄰182號,道教,雲林縣西螺鎮安定里11鄰182號,0,0
泰安宮,雲林縣政府,天上聖母,雲林縣大埤鄉,雲林縣,大埤鄉,嘉興村,雲林縣大埤鄉嘉興村路30號,道教,雲林縣大埤鄉嘉興村路30號,0,0
聖母宮,雲林縣政府,天上聖母,雲林縣東勢鄉,雲林縣,東勢鄉,月眉村,雲林縣東勢鄉媽埔月眉村19鄰20號,道教,雲林縣東勢鄉媽埔月眉村19鄰20號,0,0
雙人厝鎮后宮,雲林縣政府,天上聖母,雲林縣土庫鎮,雲林縣,土庫鎮,後埔里,雲林縣土庫鎮土庫鎮後埔里雙人厝45-1號,道教,雲林縣土庫鎮土庫鎮後埔里雙人厝45-1號,0,0
南清宮,雲林縣政府,天上聖母、夫人七姊妹,雲林縣臺西鄉,雲林縣,臺西鄉,永豐村,雲林縣臺西鄉溝南永豐村2號,道教,雲林縣臺西鄉溝南永豐村2號,0,0
德修道院,雲林縣政府,文衡聖帝,雲林縣崙背鄉,雲林縣,崙背鄉,豐榮村,雲林縣崙背鄉豐榮村4鄰9號,佛教,雲林縣崙背鄉豐榮村4鄰9號,0,0
慈天必生宮,雲林縣政府,王母娘娘,雲林縣大埤鄉,雲林縣,大埤鄉,三結村,雲林縣大埤鄉中埤三結村路21號,道教,雲林縣大埤鄉中埤三結村路21號,0,0
武安洲廟,雲林縣政府,包府千歲,雲林縣元長鄉,雲林縣,元長鄉,鹿北村,雲林縣元長鄉鹿北村10鄰竹圍21號,道教,雲林縣元長鄉鹿北村10鄰竹圍21號,0,0
包青天廟,雲林縣政府,包青天,雲林縣虎尾鎮,雲林縣,虎尾鎮,東屯里,雲林縣虎尾鎮大屯東屯里,道教,雲林縣虎尾鎮大屯東屯里,0,0
北玄宮,雲林縣政府,北極玄天上帝,雲林縣麥寮鄉,雲林縣,麥寮鄉,崙後村,雲林縣麥寮鄉沙崙後崙後村6鄰141號,道教,雲林縣麥寮鄉沙崙後崙後村6鄰141號,0,0
