宗教團體名稱,主管機關,主祀神祇,縣市,行政區,村里,地址,教　別,完整地址,X,Y
復醒堂,高雄市政府,孚佑帝君,高雄市,高雄市大寮區,義仁里,高雄市大寮區義仁里鳳林一路329巷1號,道教,高雄市大寮區義仁里13鄰鳳林一路329巷1號,188987.31,2494133.399
興南宮,高雄市政府,孚佑帝君,高雄市,高雄市旗山區,99,高雄市旗山區永福街55巷21號,道教,高雄市旗山區湄洲里12鄰永福街55巷21號,196534.579,2531778.188
里仁聖道院,高雄市政府,孚佑帝君,高雄市,高雄市阿蓮區,99,高雄市阿蓮區民生路1048號,道教,高雄市阿蓮區石安里1鄰民生路1048號,179399.913,2532718.899
玄光修道院,高雄市政府,孚佑帝君,高雄市,高雄市燕巢區,深水里,高雄市燕巢區深水里深中路13之2號,道教,高雄市燕巢區深水里8鄰深中路13之2號,189286.799,2519223.73
廣德宮,高雄市政府,尪元帥,高雄市,高雄市岡山區,99,高雄市岡山區新庄路1之1號,道教,高雄市岡山區竹圍里6鄰新庄路1之1號,178544.13,2523112.149
高雄市大寮三龍宮,高雄市政府,巫府千歲,高雄市,高雄市大寮區,三隆里,高雄市大寮區三隆里慈隆街88之1號,道教,高雄市大寮區三隆里3鄰慈隆街88之1號,188889.731,2500233.654
北辰宮,高雄市政府,巫府千歲,高雄市,高雄市鳳山區,鎮北里,高雄市鳳山區鎮北里北辰街1號,道教,高雄市鳳山區鎮北里1鄰北辰街1號,184819.32,2504480.39
金鑾府,高雄市政府,李府三千歲,高雄市,高雄市茄萣區,99,高雄市茄萣區信義路二段23號,道教,高雄市茄萣區保定里29鄰信義路二段23號,166653.889,2532994.157
下坑福善宮,高雄市政府,李府千歲,高雄市,高雄市路竹區,下坑里,高雄市路竹區下坑里太平路276號,道教,高雄市路竹區下坑里14鄰太平路276號,177034.459,2529692.169
援中港旨龍宮,高雄市政府,李府千歲,高雄市,高雄市楠梓區,99,高雄市楠梓區藍田路1075號,道教,高雄市楠梓區中和里10鄰藍田路1075號,175804.791,2514086.889
千光宮,高雄市政府,李府千歲,高雄市,高雄市鼓山區,99,高雄市鼓山區青泉街92號,道教,高雄市鼓山區正德里16鄰青泉街92號,175329.88,2505800.39
濟山宮,高雄市政府,李府千歲,高雄市,高雄市彌陀區,漯底里,高雄市彌陀區漯底里樂安路廟巷14號,道教,高雄市彌陀區漯底里4鄰樂安路廟巷14號,172315.1,2518695.29
無極天聖宮,高雄市政府,李府千歲,高雄市,高雄市仁武區,99,高雄市仁武區公館2巷100號,道教,高雄市仁武區後安里2鄰後庄巷100號,182460.709,2512428.939
高雄市代天府廟,高雄市政府,李府千歲,高雄市,高雄市苓雅區,99,高雄市苓雅區光華一路257號,道教,高雄市苓雅區林圍里1鄰光華一路257號,179588.627,2502902.884
先天宮,高雄市政府,李府千歲,高雄市,高雄市三民區,99,高雄市三民區民族一路180巷98之1號,道教,高雄市三民區正興里3鄰民族一路180巷98之1號,179793.872,2505148.188
慈福宮,高雄市政府,李府千歲,高雄市,高雄市鳳山區,99,高雄市鳳山區自由路53巷17號,道教,高雄市鳳山區興中里9鄰自由路53巷14號,183589.23,2502960.819
五里林護天府,高雄市政府,李府千歲,高雄市,高雄市橋頭區,東林里,高雄市橋頭區東林里東林路通黃巷16-2號,道教,高雄市橋頭區東林里15鄰東林路通黃巷16之2號,177320.668,2518441.074
東安宮,高雄市政府,李府元帥,高雄市,高雄市三民區,99,高雄市三民區市中一路392號,道教,高雄市三民區千北里7鄰市中一路392號,176761.217,2504123.56
楠梓聖德宮,高雄市政府,李府元帥,高雄市,高雄市楠梓區,99,高雄市楠梓區楠梓舊街15之1號,道教,高雄市楠梓區五常里6鄰楠梓舊街15之1號,181253.171,2514276.188
醉仙亭,高雄市政府,李鐵拐大仙翁,高雄市,高雄市鳥松區,坔埔里,高雄市鳥松區坔埔里大同路25之31號,道教,高雄市鳥松區坔埔里18鄰大同路25之31號,185613.44,2506334.95
溪洲天木宮,高雄市政府,杜府千歲,高雄市,高雄市旗山區,南洲里,高雄市旗山區南洲里義竹巷2號,道教,高雄市旗山區南洲里16鄰義竹巷2號,195277.114,2526434.503
清玨宮,高雄市政府,步道祖師,高雄市,高雄市梓官區,智蚵里,高雄市梓官區智蚵里中正路239-20號,道教,高雄市梓官區智蚵里15鄰中正路239之20號,173363.109,2514668.799
星顯宮,高雄市政府,芋葉祖師、太陽星君、五顯大帝,高雄市,高雄市左營區,99,高雄市左營區新庄仔路280、282號,道教,高雄市左營區埤東里19鄰新庄仔路28號之1,177407.63,2508857.5
協天宮,高雄市政府,協天大帝,高雄市,高雄市林園區,西溪里,高雄市林園區西溪里後厝路36之1號,道教,高雄市林園區西溪里2鄰後厝路36之1號,187183.85,2488446.95
朝鳳宮,高雄市政府,周府千歲,高雄市,高雄市大寮區,翁園里,高雄市大寮區翁園里162號,道教,高雄市大寮區翁園里17鄰翁園路162號,189260.5,2502274.79
鎮顯宮,高雄市政府,周府千歲,高雄市,高雄市前鎮區,99,高雄市前鎮區鎮川一巷99之7號,道教,高雄市前鎮區鎮昌里15鄰鎮川一巷99之7號,179440.465,2499152.774
周廣宮,高雄市政府,周府王爺,高雄市,高雄市大寮區,大寮里,高雄市大寮區大寮里周廣街120號,道教,高雄市大寮區大寮里27鄰周廣街120之1號,190061.113,2498720.85
道明社德善堂,高雄市政府,周倉大將軍,高雄市,高雄市大寮區,上寮里,高雄市大寮區上寮里76之2號,道教,高雄市大寮區上寮里6鄰上寮路76之2號,190749.22,2499828.21
修一堂,高雄市政府,周倉爺,高雄市,高雄市旗山區,南勝里,高雄市旗山區南勝里旗南三路245號,道教,高雄市旗山區南勝里1鄰旗南三路245號,192539.522,2519476.969
先鋒廟,高雄市政府,周黃府先鋒,高雄市,高雄市林園區,頂厝里,高雄市林園區頂厝里頂厝路133巷26號,道教,高雄市林園區頂厝里14鄰頂厝路133巷26號,186416.358,2488962.21
忠義堂,高雄市政府,忠義聖君,高雄市,高雄市旗山區,99,高雄市旗山區中洲路旗南公路3號旁,道教,高雄市旗山區上洲里5鄰中洲路3之26號,196056.752,2528520.892
天壇元宋太祖宮,高雄市政府,昊天金闕至尊玉皇大帝,高雄市,高雄市甲仙區,寶隆里,高雄市甲仙區寶隆里嶺頂巷65號,道教,高雄市甲仙區寶隆里1鄰嶺頂巷65號,205342.291,2549968.342
德理聖堂,高雄市政府,明明上帝,高雄市,高雄市大社區,神農里,高雄市大社區神農里中華路14巷81號,一貫道,高雄市大社區神農里13鄰中華路14巷81號,184611.799,2513838.799
天臺聖宮,高雄市政府,明明上帝,高雄市,高雄市前鎮區,99,高雄市前鎮區景德路2號,一貫道,高雄市前鎮區興東里9鄰景德路2號,179527.108,2501460.844
天民聖堂,高雄市政府,明明上帝,高雄市,高雄市鳥松區,坔埔里,高雄市鳥松區坔埔里松埔路77號,一貫道,高雄市鳥松區坔埔里13鄰松埔路77號,186786.85,2506597.339
華山聖堂,高雄市政府,明明上帝,高雄市,高雄市阿蓮區,99,高雄市阿蓮區復安215之2號,一貫道,高雄市阿蓮區復安里5鄰復安215之2號,182571.059,2527659.114
明德道院,高雄市政府,明明上帝,高雄市,高雄市大社區,神農里,高雄市大社區神農里和平路2段121巷15號,一貫道,高雄市大社區神農里13鄰和平路二段121巷15號,184428.56,2514101.899
崇華道院,高雄市政府,明明上帝,高雄市,高雄市旗山區,99,高雄市旗山區華川路61號,一貫道,高雄市旗山區南勝里13鄰華川路61號,194362.187,2523610.785
慈德宮,高雄市政府,明明上帝,高雄市,高雄市小港區,99,高雄市小港區孔鳳路293巷80之3號,一貫道,高雄市小港區廈莊里6鄰孔鳳路293巷80之3號,184307.76,2497910.08
慈慧宮,高雄市政府,明明上帝,高雄市,高雄市燕巢區,深水里,高雄市燕巢區深水里湖內巷20鄰2-33號,一貫道,高雄市燕巢區深水里20鄰湖內巷2之33號,185533.01,2519845.79
大同聖堂,高雄市政府,明明上帝,高雄市,高雄市美濃區,廣德里,高雄市美濃區廣德里13鄰民族路54之8號,一貫道,高雄市美濃區廣德里14鄰民族路54之8號,204780.125,2534313.294
天聖宮,高雄市政府,明明上帝,高雄市,高雄市燕巢區,金山里,高雄市燕巢區金山里金山路33之99號,一貫道,高雄市燕巢區金山里14鄰金山路33之99號,187232.75,2522481.21
天彰聖堂,高雄市政府,明明上帝,高雄市,高雄市鳳山區,北門里,高雄市鳳山區北門里博愛路585號,一貫道,高雄市鳳山區北門里1鄰博愛路585號,184369.82,2503504.029
天園聖堂,高雄市政府,明明上帝,高雄市,高雄市林園區,林園里,高雄市林園區林園里鳳林路二段12巷5號,一貫道,高雄市林園區林園里22鄰鳳林路二段12巷5號,187950.136,2490026.243
楠梓東門王爺廟,高雄市政府,東門王爺,高雄市,高雄市楠梓區,99,高雄市楠梓區興楠路300號,道教,高雄市楠梓區享平里15鄰興楠路300號,181422.739,2514512.43
南垣萬靈會照宮,高雄市政府,東華帝君,高雄市,高雄市六龜區,寶來里,高雄市六龜區寶來里寶建路23號之1,道教,高雄市六龜區寶來里13鄰寶建路23之1號,217469.814,2555615.811
皇奉堂,高雄市政府,東廚帝君,高雄市,高雄市鳳山區,鎮南里,高雄市鳳山區鎮南里鎮南街105巷10號,道教,高雄市鳳山區鎮南里23鄰鎮南街105巷10號,181112.62,2499833.359
嶽府殿,高雄市政府,東嶽大帝,高雄市,高雄市路竹區,三爺里,高雄市路竹區三爺里4鄰民族路180之1號,道教,高雄市路竹區三爺里4鄰民族路180之1號,175946.62,2526058.96
高南東嶽殿,高雄市政府,東嶽大帝,高雄市,高雄市鼓山區,99,高雄市鼓山區鼓山一路161巷7弄8號,道教,高雄市鼓山區山下里5鄰鼓山一路161巷7弄8號,175993.867,2503470.929
地嶽殿,高雄市政府,東嶽仁聖大帝,高雄市,高雄市鼓山區,99,高雄市鼓山區河川街103巷20號,道教,高雄市鼓山區綠川里16鄰河川街103巷18號,176282.496,2504167.946
載發祠,高雄市政府,杳老公,高雄市,高雄市彌陀區,漯底里,高雄市彌陀區漯底里四維路53之2號,道教,高雄市彌陀區漯底里14鄰四維路53之2號,172861.57,2518195.669
瑞鳳宮,高雄市政府,林奶夫人,高雄市,高雄市林園區,99,高雄市林園區田厝路100巷6-1號,道教,高雄市林園區頂厝里22鄰田厝路100巷6之1號,186926.853,2489229.268
聖保宮,高雄市政府,林府四元帥,高雄市,高雄市甲仙區,大田里,高雄市甲仙區大田里百葉巷8之3號,道教,高雄市甲仙區大田里5鄰百葉巷8之3號,205302.549,2553082.91
武侯宮,高雄市政府,武府千歲,高雄市,高雄市大寮區,琉球里,高雄市大寮區琉球里(路)64號,道教,高雄市大寮區琉球里20鄰琉球路64號,189467,2501659.439
忠孝堂,高雄市政府,武德尊侯,高雄市,高雄市小港區,99,高雄市小港區大房路25號,道教,高雄市小港區大坪里4鄰大房路25號,187054.679,2496263.56
九龍宮,高雄市政府,法主公,高雄市,高雄市內門區,內東里,高雄市內門區內東里柿子園14號,道教,高雄市內門區內東里12鄰柿子園13之1號,191132.652,2535267.455
聖君廟,高雄市政府,法主公,高雄市,高雄市田寮區,新興里,高雄市田寮區新興里山隙路15號,道教,高雄市田寮區新興里11鄰和興路15號,184568.687,2526081.927
三聖殿,高雄市政府,金、范、李三府千歲,高雄市,高雄市鹽埕區,99,高雄市鹽埕區河西路197號,道教,高雄市鹽埕區藍橋里8鄰河西路197號,176470.007,2503830.935
金隆宮,高雄市政府,金王爺,高雄市,高雄市大樹區,和山里,高雄市大樹區和山里和山路478號,道教,高雄市大樹區和山里10鄰和山路476號,188566.06,2511464.919
太子宮,高雄市政府,金吒太子,高雄市,高雄市苓雅區,99,高雄市苓雅區凱旋二路111號,道教,高雄市苓雅區凱旋里13鄰凱旋二路111號,180308.793,2503313.902
金興宮,高雄市政府,金府千歲,高雄市,高雄市林園區,中門里,高雄市林園區中門里下厝路70巷3-3號,道教,高雄市林園區中門里4鄰下厝路70巷3之5號,185200.959,2489290.93
金隍宮,高雄市政府,金鳳姑,高雄市,高雄市永安區,維新里,高雄市永安區維新里保安路4號,道教,高雄市永安區維新里8鄰保安路4號,172529.769,2522194.74
理化無極觀妙園,高雄市政府,長生大帝,高雄市,高雄市大社區,神農里,高雄市大社區神農里翠屏路112巷5號,道教,高雄市大社區神農里11鄰翠屏路112巷5號,186124.739,2515038.91
永明寺,高雄市政府,阿彌佗佛,高雄市,高雄市美濃區,吉東里,高雄市美濃區吉東里中正路三段595號,佛教,高雄市美濃區吉東里19鄰中正路三段595號,202083.242,2527757.436
吉祥法寺,高雄市政府,阿彌陀佛,高雄市,高雄市梓官區,99,高雄市梓官區大舍東路聖公巷99號,佛教,高雄市梓官區大舍里14鄰大舍東路聖公巷99號,174326.371,2516338.118
凡佛寺,高雄市政府,阿彌陀佛,高雄市,高雄市仁武區,仁慈里,高雄市仁武區仁慈里澄新街98號,佛教,高雄市仁武區仁慈里5鄰澄新街98號,183912.769,2508058.39
法雷寺,高雄市政府,阿彌陀佛,高雄市,高雄市大樹區,三和里,高雄市大樹區三和里三和路47之9號,佛教,高雄市大樹區三和里5鄰三和路47之9號,191341.29,2513004.48
妙通寺,高雄市政府,阿彌陀佛,高雄市,高雄市六龜區,寶來里,高雄市六龜區寶來里寶建路62號,佛教,高雄市六龜區寶來里15鄰寶建路62號,217795.119,2555479.762
寶善堂,高雄市政府,阿彌陀佛,高雄市,高雄市鳳山區,和德里,高雄市鳳山區和德里中山路5巷8號,佛教,高雄市鳳山區和德里2鄰中山路5巷8號,184397.7,2502367.81
文殊靜院,高雄市政府,阿彌陀佛,高雄市,高雄市六龜區,荖濃里,高雄市六龜區荖濃里頂濃路100巷5號,佛教,高雄市六龜區荖濃里26鄰頂濃路100巷5號,218026.179,2553938.893
金剛法寺,高雄市政府,阿彌陀佛,高雄市,高雄市杉林區,木梓里,高雄市杉林區木梓里茄苳巷125–15號,佛教,高雄市杉林區木梓里3鄰茄苳巷15號,204391.992,2546171.635
鼓山彌陀院,高雄市政府,阿彌陀佛,高雄市,高雄市鼓山區,99,高雄市鼓山區吳鳳路55號,佛教,高雄市鼓山區光榮里6鄰吳鳳路55號,176140.014,2506858.021
竹林禪寺,高雄市政府,阿彌陀佛,高雄市,高雄市杉林區,杉林里,高雄市杉林區杉林里合森巷5-9號,佛教,高雄市杉林區杉林里16鄰合森巷5之9號,201717.299,2542459.335
靜法寺,高雄市政府,阿彌陀佛,高雄市,高雄市三民區,99,高雄市三民區民族一路180巷98號,佛教,高雄市三民區正興里3鄰民族一路180巷98號,179746.87,2505189.71
五仙宮,高雄市政府,青雲仙帝,高雄市,高雄市燕巢區,東燕里,高雄市燕巢區東燕里車林巷12號,道教,高雄市燕巢區東燕里14鄰車林巷12號,187383.91,2521944.31
興濟堂,高雄市政府,保生大帝,高雄市,高雄市梓官區,智蚵里,高雄市梓官區智蚵里通安路212巷70號,道教,高雄市梓官區智蚵里10鄰通安路212巷35號,173071.17,2514603.589
保聖宮,高雄市政府,保生大帝,高雄市,高雄市大寮區,永芳里,高雄市大寮區永芳里(路)68號,道教,高雄市大寮區永芳里9鄰永芳路68號,188738.59,2501433.33
南雄代天府,高雄市政府,保生大帝,高雄市,高雄市大寮區,99,高雄市大寮區鳳林三路301巷35號,道教,高雄市大寮區會社里7鄰鳳林三路301巷35號,187833.41,2500083.97
慈保宮,高雄市政府,保生大帝,高雄市,高雄市大寮區,永芳里,高雄市大寮區永芳里(路)73號,道教,高雄市大寮區永芳里10鄰永芳路73號,188499.81,2501495.12
林內大安宮,高雄市政府,保生大帝,高雄市,高雄市鳥松區,大華里,高雄市鳥松區大華里山腳路222號,道教,高雄市鳥松區大華里8鄰山腳路222號,181912.92,2506646.93
赤崁保生宮,高雄市政府,保生大帝,高雄市,高雄市梓官區,赤東里,高雄市梓官區赤東里赤崁南路保生2巷7號,道教,高雄市梓官區赤東里10鄰赤崁南路自立巷7號,172768.209,2515402.72
濟陽宮,高雄市政府,保生大帝,高雄市,高雄市梓官區,梓平里,高雄市梓官區梓平里梓官路城隍巷123號,道教,高雄市梓官區梓平里11鄰梓官路城隍巷123號,174883.31,2517533.49
