宗教團體名稱,主管機關,主祀神祇,縣市,行政區,村里,地址,教　別,完整地址,X,Y
威靈宮,高雄市政府,玄天上帝,高雄市,高雄市燕巢區,瓊林里,高雄市燕巢區瓊林里瓊林路10,道教,高雄市燕巢區瓊林里16鄰瓊林路10號,180764.28,2522072.089
無水寮北極殿,高雄市政府,玄天上帝,高雄市,高雄市大樹區,水安里,高雄市大樹區水安里安和街57之2號,道教,高雄市大樹區水安里4鄰安和街57之2號,189188.359,2507307.6
北極武鎮殿,高雄市政府,玄天上帝,高雄市,高雄市岡山區,99,高雄市岡山區大莊路267巷75-1號,道教,高雄市岡山區大莊里1鄰大莊路267巷75之1號,180230.75,2522651.169
玄龍宮,高雄市政府,玄天上帝,高雄市,高雄市杉林區,木梓里,高雄市杉林區木梓里11鄰茄苳巷70之2號,道教,高雄市杉林區木梓里11鄰茄苳巷70之2號,202324.91,2548125.805
伍龍廟,高雄市政府,玄天上帝,高雄市,高雄市杉林區,集來里,高雄市杉林區集來里1鄰通仙巷1號,道教,高雄市杉林區集來里1鄰通仙巷2號,208086.258,2544916.308
北嶺古安宮,高雄市政府,玄天上帝,高雄市,高雄市路竹區,北嶺里,高雄市路竹區北嶺里民有路121號,道教,高雄市路竹區北嶺里5鄰民有路121號,175338.28,2524713.259
玄烜宮,高雄市政府,玄天上帝,高雄市,高雄市田寮區,七星里,高雄市田寮區七星里七星路10之1號,道教,高雄市田寮區七星里1鄰七星路10號,189056.921,2525659.586
溪洲隴江宮,高雄市政府,玄天上帝,高雄市,高雄市旗山區,南洲里,高雄市旗山區南洲里民裕巷17號,道教,高雄市旗山區南洲里6鄰民裕巷17之2號,194639.103,2526947.777
南山宮,高雄市政府,玄天上帝,高雄市,高雄市美濃區,龍山里,高雄市美濃區龍山里龍山街37號,道教,高雄市美濃區龍山里10鄰龍山街37號,204521.361,2530501.217
龍峰宮,高雄市政府,玄天上帝,高雄市,高雄市岡山區,99,高雄市岡山區大公路6號,道教,高雄市岡山區前峰里10鄰大公路6號,176688.88,2521875.319
北極宮,高雄市政府,玄天上帝,高雄市,高雄市美濃區,吉東里,高雄市美濃區吉東里上九寮4之2號,道教,高雄市美濃區吉東里19鄰上九寮4之1號,202295.478,2528129.606
北極殿,高雄市政府,玄天上帝,高雄市,高雄市大寮區,溪寮里,高雄市大寮區溪寮里(路)95號,道教,高雄市大寮區溪寮里1鄰溪寮路95號,190287.019,2503132.08
北極宮,高雄市政府,玄天上帝,高雄市,高雄市大寮區,會結里,高雄市大寮區會結里會興三街155號1樓,道教,高雄市大寮區會結里2鄰會興三街155號,190839.85,2495148.819
北斗玄武殿,高雄市政府,玄天上帝,高雄市,高雄市林園區,99,高雄市林園區北汕路88巷2之5號,道教,高雄市林園區中汕里4鄰北汕路88巷2之5號,189356.937,2486817.791
應菜龍北極殿,高雄市政府,玄天上帝,高雄市,高雄市田寮區,古亭里,高雄市田寮區古亭里15鄰應菜龍8之1號,道教,高雄市田寮區古亭里15鄰應菜龍8之1號,189436.87,2533740.12
振淵宮,高雄市政府,玄天大帝,高雄市,高雄市梓官區,同安里,高雄市梓官區同安里淵官路62號,道教,高雄市梓官區同安里8鄰淵官路62號,174709.03,2516574.879
北極殿靈聖堂,高雄市政府,玄天北極上帝,高雄市,高雄市林園區,頂厝里,高雄市林園區頂厝里頂厝路13巷51號,道教,高雄市林園區頂厝里10鄰頂厝路13巷50號,186410.889,2489337.156
碧天府,高雄市政府,玉皇上帝,高雄市,高雄市前鎮區,99,高雄市前鎮區興旺路426號,道教,高雄市前鎮區興仁里12鄰興旺路426號,179131.486,2498770.242
王母宮,高雄市政府,玉皇上帝,高雄市,高雄市甲仙區,西安里,高雄市甲仙區西安里和南巷2號,道教,高雄市甲仙區西安里1鄰和南巷2號,207385.25,2551469.392
玄宗道院,高雄市政府,玉皇上帝,高雄市,高雄市大寮區,溪寮里,高雄市大寮區溪寮里溪寮路78之50號,道教,高雄市大寮區溪寮里8鄰溪寮路78之50號,190073.079,2503862.22
高雄市西甲凌霄寶殿,高雄市政府,玉皇上帝,高雄市,高雄市前鎮區,99,高雄市前鎮區修文街51號,道教,高雄市前鎮區振興里4鄰修文街48號,178598.508,2501098.765
龍子天公廟,高雄市政府,玉皇上帝,高雄市,高雄市鼓山區,99,高雄市鼓山區中華一路2133巷47號,道教,高雄市鼓山區龍子里37鄰中華一路2133巷47號,177680.72,2506107.18
新庄仔天公廟,高雄市政府,玉皇上帝,高雄市,高雄市左營區,99,高雄市左營區新下街115號,道教,高雄市左營區新上里24鄰新下街115號,178946.698,2507595.531
大占無極天靈霄寶殿,高雄市政府,玉皇上帝,高雄市,高雄市燕巢區,橫山里,高雄市燕巢區橫山里大占巷19之10號,道教,高雄市燕巢區橫山里2鄰大占巷19之10號,189310.34,2518696.2
南勝真天宮,高雄市政府,玉皇上帝,高雄市,高雄市旗山區,南勝里,高雄市旗山區南勝里得勝巷49之5號,道教,高雄市旗山區南勝里28鄰得勝巷49之5號,192266.132,2522020.777
高雄左營聖門靈霄寶殿天公廟,高雄市政府,玉皇上帝、地母娘娘,高雄市,高雄市左營區,99,高雄市左營區左營大路549巷1號,道教,高雄市左營區進學里12鄰左營大路549巷1號,177769.371,2510258.103
靈霄寶殿,高雄市政府,玉皇大帝,高雄市,高雄市大寮區,後庄里,高雄市大寮區後庄里成功路193號,道教,高雄市大寮區後庄里15鄰成功路193號,187386.5,2504701.68
玉皇宮,高雄市政府,玉皇大帝,高雄市,高雄市三民區,99,高雄市三民區河北二路218號,道教,高雄市三民區立德里14鄰河北二路218號,176973.179,2503923.808
仁武天公廟,高雄市政府,玉皇大帝,高雄市,高雄市仁武區,99,高雄市仁武區後港巷145號之2,道教,高雄市仁武區高楠里17鄰後港巷145之2號,180692.44,2509174.96
廣善堂,高雄市政府,玉皇大帝,高雄市,高雄市美濃區,瀰濃里,高雄市美濃區瀰濃里福美路281號,佛教,高雄市美濃區瀰濃里32鄰福美路281號,201747.885,2534191.08
天尊府佬師廟,高雄市政府,玉皇大帝,高雄市,高雄市阿蓮區,99,高雄市阿蓮區崗山8之2號,道教,高雄市阿蓮區崗山里1鄰崗山8之2號,182651.087,2529085.711
萬金松玉皇宮,高雄市政府,玉皇太子,高雄市,高雄市大社區,99,高雄市大社區萬金巷62號,道教,高雄市大社區大社里26鄰明園巷62號,183425.1,2514744.68
天鳳宮,高雄市政府,甘露神,高雄市,高雄市旗津區,99,高雄市旗津區旗下巷14號,道教,高雄市旗津區旗下里1鄰旗下巷14號,174451.734,2501667.89
集興宮,高雄市政府,田府元帥,高雄市,高雄市大社區,觀音里,高雄市大社區觀音里中華路8巷43號,道教,高雄市大社區觀音里18鄰中華路8巷43號,183291.72,2514106.259
龍豐府,高雄市政府,田府元帥,高雄市,高雄市燕巢區,尖山里,高雄市燕巢區尖山里大埔巷144弄46號,道教,高雄市燕巢區尖山里14鄰大埔巷144弄46號,186086.85,2522944.33
赤崁慈皇宮,高雄市政府,田島千歲,高雄市,高雄市梓官區,赤崁里,高雄市梓官區赤崁里赤崁東路235巷82-3號,道教,高雄市梓官區赤崁里7鄰赤崁東路235巷82之3號,173069.19,2516004.439
田都府,高雄市政府,田都元帥,高雄市,高雄市三民區,99,高雄市三民區鼎山街72號,道教,高雄市三民區鼎西里15鄰鼎山街72號,180488.128,2507184.538
田南宮,高雄市政府,田都元帥,高雄市,高雄市鳳山區,和興里,高雄市鳳山區和興里22鄰樂園街8號,道教,高雄市鳳山區和興里22鄰樂園街6號,184143.95,2502339.259
坑口龍山堂,高雄市政府,石府元帥,高雄市,高雄市燕巢區,深水里,高雄市燕巢區深水里深興路8之12號,道教,高雄市燕巢區深水里11鄰深興路8之12號,187958.37,2519360.25
伍福宮,高雄市政府,伍佛祖,高雄市,高雄市路竹區,頂寮里,高雄市路竹區頂寮里海安路165之1號,道教,高雄市路竹區頂寮里13鄰海安路165之1號,170562.989,2528097.16
沙多宮,高雄市政府,伍府千歲,高雄市,高雄市鹽埕區,99,高雄市鹽埕區富野路49號,道教,高雄市鹽埕區府北里13鄰富野路50之1號,176487.002,2503269.919
嶾龍宮,高雄市政府,伍聖天尊,高雄市,高雄市大樹區,和山里,高雄市大樹區和山里和山路805之1號,道教,高雄市大樹區和山里10鄰和山路805之1號,189247.94,2512834.529
開天龍鳳宮,高雄市政府,伏羲大帝,高雄市,高雄市大社區,區中里,高雄市大社區中里里鹽埕巷26號,道教,高雄市大社區中里里10鄰鹽埕巷26號,185349.38,2513109.629
開天宮,高雄市政府,伏羲先帝,高雄市,高雄市甲仙區,和安里,高雄市甲仙區和安里四德巷1號,道教,高雄市甲仙區和安里9鄰四德巷1號,207684.378,2554576.328
慈賢宮,高雄市政府,先生公,高雄市,高雄市旗津區,中興里,高雄市旗津區中興里敦和街2巷98弄24-1號,道教,高雄市旗津區中興里10鄰敦和街2巷98弄24之1號,177747.086,2497121.876
賜安宮,高雄市政府,吉府千歲,高雄市,高雄市林園區,西溪里,高雄市林園區西溪里西溪路71號,道教,高雄市林園區西溪里20鄰西溪路71號,187603.88,2487734.074
清修堂,高雄市政府,地母娘娘,高雄市,高雄市杉林區,新庄里,高雄市杉林區新庄里司馬路2巷23-5號,道教,高雄市杉林區新庄里3鄰司馬路2巷23之5號,204755.842,2542292.796
宏藏禪寺,高雄市政府,地藏王菩薩,高雄市,高雄市大社區,區中里,高雄市大社區中里里鹽埕巷30之4號,佛教,高雄市大社區中里里10鄰鹽埕巷30之4號,185256.929,2513682.5
地皇宮,高雄市政府,地藏王菩薩,高雄市,高雄市旗山區,99,高雄市旗山區銀店街4號,佛教,高雄市旗山區上洲里9鄰銀店街4號,196389.981,2528258.984
高雄市萬壽山藏王宮,高雄市政府,地藏王菩薩,高雄市,高雄市鼓山區,峰南里,高雄市鼓山區峰南里千光路12號,道教,高雄市鼓山區峰南里10鄰千光路12號,175517.95,2502794.81
興佑宮,高雄市政府,好漢公,高雄市,高雄市永安區,維新里,高雄市永安區維新里光明9巷85號,道教,高雄市永安區維新里2鄰維新路85號,172879.353,2523222.83
清雲寺,高雄市政府,如來佛祖,高雄市,高雄市旗山區,太平里,高雄市旗山區太平里樂和街42之1號,佛教,高雄市旗山區太平里15鄰樂和街42之1號,196370.825,2531557.657
明山寺,高雄市政府,如來佛祖,高雄市,高雄市林園區,中門里,高雄市林園區中門里海墘路24號,道教,高雄市林園區中門里16鄰海墘路24號,185001.234,2489724.185
有應公廟,高雄市政府,有〈萬〉應公,高雄市,高雄市楠梓區,99,高雄市楠梓區學專路372號,道教,高雄市楠梓區玉屏里16鄰學專路372號,179668.538,2512830.16
福安宮,高雄市政府,朱、李、池府千歲,高雄市,高雄市湖內區,太爺里,高雄市湖內區太爺里中正路一段102號,道教,高雄市湖內區太爺里12鄰中正路一段102號,170473.518,2534544.654
代天府,高雄市政府,朱王爺,高雄市,高雄市阿蓮區,99,高雄市阿蓮區崗山89號,道教,高雄市阿蓮區崗山里6鄰崗山88號,181157.367,2528978.768
後鄉順安宮,高雄市政府,朱王爺,高雄市,高雄市路竹區,後鄉里,高雄市路竹區後鄉里順安路60之1號,道教,高雄市路竹區後鄉里3鄰順安路60之1號,172384.519,2527067.654
珠靈殿,高雄市政府,朱府千歲,高雄市,高雄市鼓山區,99,高雄市鼓山區鼓山二路168巷14弄1號,道教,高雄市鼓山區寶樹里8鄰鼓山二路168巷14弄1號,176112.285,2504344.952
朱峰宮,高雄市政府,朱府千歲,高雄市,高雄市大寮區,琉球里,高雄市大寮區琉球里(路)108之8號,道教,高雄市大寮區琉球里8鄰巷尾路108號,189432.741,2502039.37
九曲堂代天府,高雄市政府,朱府千歲,高雄市,高雄市大樹區,久堂里,高雄市大樹區久堂里久堂路城隍巷7-1號,道教,高雄市大樹區久堂里2鄰久堂路城隍巷7號,190492.97,2506920.529
三十六天罡壇,高雄市政府,朱府千歲,高雄市,高雄市前鎮區,99,高雄市前鎮區同安路50號,道教,高雄市前鎮區平等里17鄰同安路50號,179981.758,2498440.318
三興宮,高雄市政府,朱府千歲,高雄市,高雄市湖內區,海埔里,高雄市湖內區海埔里中華街2號,道教,高雄市湖內區海埔里8鄰中華街2號,170346.2,2533302.259
山海宮,高雄市政府,朱府千歲,高雄市,高雄市鼓山區,99,高雄市鼓山區柴山93號,道教,高雄市鼓山區桃源里3鄰柴山93號,173228.329,2505220.416
南清宮,高雄市政府,朱府千歲,高雄市,高雄市美濃區,吉洋里,高雄市美濃區吉洋里六寮外50號,道教,高雄市美濃區吉洋里13鄰吉安50號,202890.641,2527229.103
朱天宮,高雄市政府,朱府千歲,高雄市,高雄市六龜區,文武里,高雄市六龜區文武里復興巷2之3號,道教,高雄市六龜區文武里23鄰復興巷2之3號,213236.782,2540730.89
楠梓代天府,高雄市政府,朱府王爺,高雄市,高雄市楠梓區,99,高雄市楠梓區楠梓西巷45之1號,道教,高雄市楠梓區享平里2鄰楠梓西巷45號,180960.853,2514561.199
池王宮,高雄市政府,池王爺,高雄市,高雄市鳥松區,大竹里,高雄市鳥松區大竹里大竹路30之4號,道教,高雄市鳥松區大竹里7鄰大竹路30之4號,187462.14,2507536.359
龍雄宮,高雄市政府,池府三千歲,高雄市,高雄市大寮區,會社里,高雄市大寮區會社里鳳林三路382巷1號,道教,高雄市大寮區會社里39鄰鳳林三路382巷1號,187982.88,2500506.879
中崙代天府,高雄市政府,池府千歲,高雄市,高雄市梓官區,中崙里,高雄市梓官區中崙里中崙路145巷70號,道教,高雄市梓官區中崙里12鄰中崙路145巷70號,175216.95,2517870.04
明山五龍宮,高雄市政府,池府千歲,高雄市,高雄市大寮區,99,高雄市大寮區會結路87之60號,道教,高雄市大寮區會結里7鄰會結路86之36號,189743.31,2493949.529
慈誠宮,高雄市政府,池府千歲,高雄市,高雄市大寮區,上寮里,高雄市大寮區上寮里(路)41號,道教,高雄市大寮區上寮里3鄰上寮路41號,190731.37,2499798.02
高雄市義和代天府,高雄市政府,池府千歲,高雄市,高雄市大寮區,99,高雄市大寮區義和166號,道教,高雄市大寮區新厝里12鄰鳳林二路166號,189531.456,2495847.305
辰鳳宮,高雄市政府,池府千歲,高雄市,高雄市三民區,99,高雄市三民區鼎泰街2巷23號,道教,高雄市三民區鼎泰里5鄰鼎泰街2巷23號,179923.994,2506816.99
慈隆宮,高雄市政府,池府千歲,高雄市,高雄市大寮區,三隆里,高雄市大寮區三隆里慈隆街9-1號,道教,高雄市大寮區三隆里5鄰慈隆街9之1號,188942.609,2500324.299
後協代天府,高雄市政府,池府千歲,高雄市,高雄市岡山區,99,高雄市岡山區介壽西路106號,道教,高雄市岡山區後協里12鄰介壽西路106號,176267.66,2520595.649
天寶宮,高雄市政府,池府千歲,高雄市,高雄市苓雅區,99,高雄市苓雅區光華一路100巷27號,道教,高雄市苓雅區林中里5鄰光華一路100巷27號,179861.842,2502462.868
碧湖宮,高雄市政府,池府千歲,高雄市,高雄市湖內區,大湖里,高雄市湖內區大湖里中山路一段308巷14號,道教,高雄市湖內區大湖里20鄰中山路一段308巷13號,172392.062,2532087.72
南隆堂,高雄市政府,池府千歲,高雄市,高雄市大寮區,會社里,高雄市大寮區會社里鳳林三路247巷68號,道教,高雄市大寮區會社里4鄰鳳林三路247巷68號,188148.97,2499979.29
仕元代天府,高雄市政府,池府千歲,高雄市,高雄市橋頭區,新莊里,高雄市橋頭區新莊里仕元路右邊巷11號,道教,高雄市橋頭區新莊里12鄰仕元路右邊巷11號,177798.306,2517224.615
興雲寺,高雄市政府,池府千歲,高雄市,高雄市大樹區,三和里,高雄市大樹區三和里三和路71-11號,道教,高雄市大樹區三和里6鄰三和路71之11號,190988.149,2513423.62
保寧宮,高雄市政府,池府千歲,高雄市,高雄市永安區,保寧里,高雄市永安區保寧里保安路240號,道教,高雄市永安區保寧里1鄰保安路240號,171510.323,2526294.237
昌安宮,高雄市政府,池府千歲,高雄市,高雄市岡山區,99,高雄市岡山區台上路37號,道教,高雄市岡山區臺上里4鄰臺上路37號,177990.81,2522895.279
鎮和宮,高雄市政府,池府千歲,高雄市,高雄市大樹區,姑山里,高雄市大樹區姑山里姑山路99之1號,道教,高雄市大樹區姑山里7鄰姑山路99之1號,191894.12,2511168.029
壽山宮,高雄市政府,池府千歲,高雄市,高雄市鹽埕區,99,高雄市鹽埕區富野路136號,道教,高雄市鹽埕區壽星里8鄰富野路136號,176255.685,2503386.924
池鳳宮,高雄市政府,池府千歲,高雄市,高雄市林園區,嘴港里,高雄市林園區嘴港里港嘴一路3號,道教,高雄市林園區港嘴里9鄰港嘴一路5之1號,186460.777,2488334.953
代天府,高雄市政府,池府千歲,高雄市,高雄市燕巢區,角宿里,高雄市燕巢區角宿里四林路9號,道教,高雄市燕巢區角宿里6鄰四林路9號,182899.079,2519024.819
中埔代天府,高雄市政府,池府千歲,高雄市,高雄市楠梓區,99,高雄市楠梓區建楠橫路2號,道教,高雄市楠梓區中陽里6鄰建楠橫路2號,181028.579,2514112.45
順天宮,高雄市政府,池府千歲,高雄市,高雄市左營區,99,高雄市左營區蓮潭路97巷16號,道教,高雄市左營區中南里10鄰蓮潭路97巷18之2號,177481.143,2509613.089
蔡文聲靈宮,高雄市政府,池府千歲,高雄市,高雄市路竹區,文北里,高雄市路竹區文北里文化路274號,道教,高雄市路竹區文北里14鄰文化路274號,173417.91,2528936.399
崑崙宮,高雄市政府,池府千歲,高雄市,高雄市大樹區,興田里,高雄市大樹區興田里興田路122之2號,道教,高雄市大樹區興田里10鄰興田路122之2號,193090.98,2516341.73
三爺武安宮,高雄市政府,池府千歲,高雄市,高雄市路竹區,三爺里,高雄市路竹區三爺里民族路137號,道教,高雄市路竹區三爺里4鄰民族路137號,176072.73,2526137.23
仁聖宮,高雄市政府,池府千歲,高雄市,高雄市鳳山區,99,高雄市鳳山區新富路106之1號,道教,高雄市鳳山區武漢里24鄰新富路106之1號,181683.94,2501512.669
鹽埕過港代天府,高雄市政府,池府千歲,高雄市,高雄市彌陀區,過港里,高雄市彌陀區過港里成功巷25-1號,道教,高雄市彌陀區過港里6鄰鹽港二路25號,172290.53,2520844.549
三清宮代天府,高雄市政府,池府千歲,高雄市,高雄市林園區,中汕里,高雄市林園區中汕里13鄰北汕路33巷16-23號,道教,高雄市林園區中汕里13鄰北汕路33巷16之23號,189091,2486620.751
協和宮,高雄市政府,池府千歲,高雄市,高雄市岡山區,99,高雄市岡山區協和街64號,道教,高雄市岡山區協和里11鄰協和街64號,176258.769,2521867.629
代德宮,高雄市政府,池府千歲,高雄市,高雄市鳳山區,南成里,高雄市鳳山區南成里2鄰五甲路4巷20號,道教,高雄市鳳山區南成里6鄰五甲路南成三巷4號,181541.6,2499443.859
嘉應分宮池王府,高雄市政府,池府千歲,高雄市,高雄市小港區,99,高雄市小港區新昌街7號,道教,高雄市小港區廈莊里5鄰新昌街7號,184425.478,2498199.541
震靈宮,高雄市政府,池府千歲,高雄市,高雄市林園區,港埔里,高雄市林園區港埔里港埔二路31巷8號,道教,高雄市林園區港埔里9鄰港埔二路31巷8號,186301.706,2488758.171
高雄澄清湖八隆宮,高雄市政府,池府千歲,高雄市,高雄市鳥松區,鳥松里,高雄市鳥松區鳥松里文前138號,道教,高雄市鳥松區鳥松里17鄰中正路138號,184617.76,2507051.99
三和宮,高雄市政府,池府千歲,高雄市,高雄市彌陀區,彌仁里,高雄市彌陀區彌仁里中正路7巷24號,道教,高雄市彌陀區彌仁里5鄰中正路7巷20號,172773.179,2520261.21
玉清宮,高雄市政府,池府千歲,高雄市,高雄市大樹區,三和里,高雄市大樹區三和里三和路138之15號,道教,高雄市大樹區三和里11鄰三和路138之15號,189356.57,2514795
代天府,高雄市政府,池府千歲,高雄市,高雄市橋頭區,白樹里,高雄市橋頭區白樹里建樹路56號,道教,高雄市橋頭區白樹里17鄰建樹路56號,178479.89,2517867.697
岡山碧紅宮,高雄市政府,池府千歲,高雄市,高雄市岡山區,99,高雄市岡山區大仁北路354-2號,道教,高雄市岡山區碧紅里8鄰大仁北路354號,178368.6,2521803.85
代天府,高雄市政府,池府千歲,高雄市,高雄市岡山區,99,高雄市岡山區大遼路13-1號,道教,高雄市岡山區大遼里2鄰大遼路13之1號,179581.51,2519876.58
瀨南場代天府,高雄市政府,池府千歲,高雄市,高雄市彌陀區,鹽埕里,高雄市彌陀區鹽埕里東2巷5號,道教,高雄市彌陀區鹽埕里23鄰光復街5號,172675.88,2520999.12
池龍宮,高雄市政府,池府千歲,高雄市,高雄市鳥松區,99,高雄市鳥松區仁美路36巷3號,道教,高雄市鳥松區仁美里14鄰仁美路36巷3號,187546.519,2506291.52
東隆宮,高雄市政府,池府千歲、觀音佛祖,高雄市,高雄市林園區,五福里,高雄市林園區五福里五福路249巷6弄12號,道教,高雄市林園區五福里2鄰五福路249巷6弄6號,188344.541,2489370.887
百姓福德宮,高雄市政府,百姓公福德正神,高雄市,高雄市鳳山區,99,高雄市鳳山區王生明路150之6號,道教,高雄市鳳山區生明里3鄰王生明路150之6號,184474.47,2502210.98
雷音禪寺,高雄市政府,西方三聖,高雄市,高雄市鳥松區,仁美里,高雄市鳥松區仁美里仁德路7巷51號,佛教,高雄市鳥松區仁美里19鄰仁德路7巷51號,187705.329,2505844.83
菩提蘭若,高雄市政府,西方三聖,高雄市,高雄市六龜區,新興里,高雄市六龜區新興里二坡33之20號,佛教,高雄市六龜區新興里10鄰二坡33之20號,213041.856,2536037.938
慧濟寺,高雄市政府,西方三聖,高雄市,高雄市六龜區,中興里,高雄市六龜區中興里尾庄68之3號,佛教,高雄市六龜區中興里20鄰尾庄68之3號,214198.978,2542301.382
法光寺,高雄市政府,西方三聖,高雄市,高雄市仁武區,99,高雄市仁武區公館二巷20號,佛教,高雄市仁武區仁福里7鄰公館二巷20號,187074.54,2513626.029
岡山佛教堂,高雄市政府,西方三聖,高雄市,高雄市岡山區,信義里,高雄市岡山區信義里健鷹南路52號,佛教,高雄市岡山區信義里9鄰健鷹南路52號,177189.049,2520758.75
雷音寶寺,高雄市政府,西方三聖,高雄市,高雄市大社區,嘉誠里,高雄市大社區嘉誠里水哮巷10之10號,佛教,高雄市大社區嘉誠里9鄰水哮巷10之10號,189330.23,2516332.509
觀音極樂寺,高雄市政府,西方三聖,高雄市,高雄市大社區,大社里,高雄市大社區大社里大社路94巷10號,佛教,高雄市大社區大社里23鄰大社路94巷10號,185913.399,2515110.75
岡山念佛堂,高雄市政府,西方三聖,高雄市,高雄市岡山區,仁壽里,高雄市岡山區仁壽里中華路116號,佛教,高雄市岡山區仁壽里3鄰中華路116號,176921.603,2521684.517
海德蓮寺,高雄市政府,西方三聖,高雄市,高雄市內門區,木柵里,高雄市內門區木柵里木柵66~6號,佛教,高雄市內門區木柵里7鄰木柵27之32號,195552.432,2541852.379
玄中寺,高雄市政府,西方三聖,高雄市,高雄市橋頭區,白樹里,高雄市橋頭區白樹里建樹路中興巷1號,佛教,高雄市橋頭區白樹里2鄰建樹路中興巷1號,178481.141,2518163.893
寶元講堂,高雄市政府,西方三聖,高雄市,高雄市岡山區,99,高雄市岡山區大莊路2巷90號,佛教,高雄市岡山區大莊里8鄰大莊路2巷90號,181689.63,2523877.37
光雲寺,高雄市政府,西方三聖佛,高雄市,高雄市大樹區,井腳里,高雄市大樹區井腳里井腳路111之15號,佛教,高雄市大樹區井腳里11鄰井腳路111之15號,188645.81,2508578.089
朝宸宮,高雄市政府,西王金母,高雄市,高雄市大社區,區中里,高雄市大社區中里里田中巷3之2號,道教,高雄市大社區中里里10鄰田中巷3之2號,184696.269,2513406.18
高雄慈惠堂,高雄市政府,西王金母,高雄市,高雄市鳥松區,大華里,高雄市鳥松區大華里本館44之7號,道教,高雄市鳥松區大華里12鄰本舘路44之7號,182437.95,2505771.96
彌陀慈惠堂,高雄市政府,西王金母,高雄市,高雄市彌陀區,彌陀里,高雄市彌陀區彌陀里中華路33-1號,道教,高雄市彌陀區彌陀里11鄰中華路33之1號,173017.72,2520203.74
玉龍宮,高雄市政府,西王金母,高雄市,高雄市美濃區,龍肚里,高雄市美濃區龍肚里柳樹塘2之1號,道教,高雄市美濃區龍肚里1鄰柳樹塘2之1號,206101.087,2531540.407
慈母堂,高雄市政府,西王金母,高雄市,高雄市美濃區,中壇里,高雄市美濃區中壇里忠孝路1段23巷36-1號,道教,高雄市美濃區中壇里11鄰忠孝路一段23巷36之1號,201972.78,2531346.58
清音宮,高雄市政府,西秦王爺,高雄市,高雄市旗津區,99,高雄市旗津區中洲巷38號,道教,高雄市旗津區中洲里5鄰中洲巷38號,177878.34,2497321.74
靈霄殿,高雄市政府,西秦老王爺,高雄市,高雄市茄萣區,保定里,高雄市茄萣區保定里港東街50之1號,道教,高雄市茄萣區保定里23鄰港東街50之1號,166530.964,2533018.938
慈青堂,高雄市政府,何仙姑,高雄市,高雄市鳳山區,99,高雄市鳳山區青年路二段103巷22號,道教,高雄市鳳山區忠孝里36鄰青年路二段103巷22號,183065.429,2503709.6
天龍宮,高雄市政府,何府千歲,高雄市,高雄市前鎮區,99,高雄市前鎮區明鳳三路216號,道教,高雄市前鎮區明正里30鄰明鳳三路216號,181892.579,2498708.08
靈帝殿,高雄市政府,何府千歲,高雄市,高雄市林園區,中芸里,高雄市林園區中芸里中芸路1號,道教,高雄市林園區中芸里1鄰中芸路1號,187923.423,2487616.385
寶靈宮,高雄市政府,何府千歲,高雄市,高雄市小港區,99,高雄市小港區丹山一路37之1號,道教,高雄市小港區鳳鳴里16鄰丹山一路37之1號,184183.233,2490256.492
內門紫雲宮,高雄市政府,吳公真仙,高雄市,高雄市內門區,觀亭里,高雄市內門區中埔頭觀亭里1號,道教,高雄市內門區永富里8鄰寳林1號,198429.328,2540517.111
褒忠福玄壇,高雄市政府,吳府三千歲,高雄市,高雄市甲仙區,關山里,高雄市甲仙區關山里關東巷19之1號,道教,高雄市甲仙區關山里6鄰關東巷19之3號,210287.902,2557731.18
旨恩宮,高雄市政府,吳府千歲,高雄市,高雄市前鎮區,99,高雄市前鎮區武慶一路58號,道教,高雄市前鎮區瑞隆里10鄰武慶一路58號,181417.839,2500666.805
代天壇,高雄市政府,吳府千歲,高雄市,高雄市鳥松區,仁美里,高雄市鳥松區仁美里仁美路25巷8號,道教,高雄市鳥松區仁美里13鄰仁美路25巷8號,187482.459,2506194.04
楠梓車頭寮代天府,高雄市政府,吳府千歲,高雄市,高雄市楠梓區,99,高雄市楠梓區高楠公路1746號,道教,高雄市楠梓區惠民里6鄰高楠公路1746號,180334.404,2514306.197
大坪頂代天府,高雄市政府,吳府千歲,高雄市,高雄市小港區,99,高雄市小港區新厝路18之1號,道教,高雄市小港區坪頂里5鄰新厝路18之1號,187491.989,2496042.93
大邑慈安宮,高雄市政府,吳府千歲,高雄市,高雄市大寮區,上寮里,高雄市大寮區上寮里上寮路212號,道教,高雄市大寮區上寮里16鄰上寮路212號,190721.16,2500504.089
玉旨高雄海國宮,高雄市政府,吳府千歲,高雄市,高雄市仁武區,99,高雄市仁武區澄仁東街338號,道教,高雄市仁武區赤山里4鄰澄仁東街338號,182863.12,2509229.899
嘉峰代天府,高雄市政府,吳府千歲,高雄市,高雄市岡山區,99,高雄市岡山區嘉峰路223巷8-1號,道教,高雄市岡山區嘉峰里8鄰嘉峰路223巷8之1號,179612.2,2525816.21
上竹天鳳宮,高雄市政府,吳府千歲、五府千歲,高雄市,高雄市旗津區,99,高雄市旗津區上竹巷143號,道教,高雄市旗津區上竹里5鄰上竹巷143號,177200.829,2498160.58
新開吳將軍廟,高雄市政府,吳將軍,高雄市,高雄市六龜區,新發里,高雄市六龜區新發里新開123號,道教,高雄市六龜區新發里26鄰新開123號,218495.356,2553028.578
