,names,country,town,village,y_bar,x_bar,cof1,cof2,Nb,Nr,Nt
544,劉柏均,臺北市,北投區,吉慶里,0.6,1.2,0.857142857,-0.2143,3,3.9997,3
545,王媛鈺,臺北市,北投區,建民里,2.4,5.6,3.459459459,-0.1892,12,18.2847,12
546,劉柏均,臺北市,北投區,湖田里,5,14.2,9.98245614,-0.3509,25,28.4482,25
547,劉柏均,臺北市,北投區,福興里,0.8,2,1.514285714,-0.3571,4,4.2405,4
548,王媛鈺,臺北市,松山區,吉仁里,0,0,0,NA,0,0,0
549,劉柏均,臺北市,松山區,富泰里,1,2.8,1.945945946,-0.3378,5,5.7606,5
550,劉柏均,臺北市,信義區,三犁里,4.6,12.2,8.581129808,-0.3263,36.25,26.2983,23
551,王媛鈺,臺北市,信義區,國業里,0.2,0.8,1,-1,1,1,1
552,劉柏均,臺北市,信義區,景新里,3,8,5.867924528,-0.3585,46.5,16.368,15
553,劉柏均,臺北市,南港區,中南里,1,2.8,1.945945946,-0.3378,5,5.7606,5
554,王媛鈺,臺北市,南港區,百福里,1.6,2.8,1.833333333,-0.0833,8,22.0088,8
555,劉柏均,臺北市,萬華區,全德里,0.2,0.8,1,-1,1,1,1
556,劉柏均,臺北市,萬華區,富福里,0.6,1.6,1.222222222,-0.3889,3,3.1428,3
557,王媛鈺,臺北市,萬華區,福音里,0.4,1.6,2,-1,2,2,2
558,李泓哲,臺東縣,太麻里鄉,大王村,2.6,5.4,2.866197183,-0.0493,37.5,58.1379,13
559,李泓哲,臺東縣,太麻里鄉,多良村,2,5.6,3.803680982,-0.3221,16.25,11.809,10
560,李泓哲,臺東縣,太麻里鄉,泰和村,1,2.8,1.945945946,-0.3378,10,5.7606,5
561,李泓哲,臺東縣,成功鎮,三仙里,8.4,22.4,14.72549756,-0.2824,96.1111,52.1441,42
562,李泓哲,臺東縣,成功鎮,和平里,5.2,16.8,16.54487856,-0.6753,54,24.5,26
563,李泓哲,臺東縣,成功鎮,信義里,11,25.2,15.92221835,-0.1953,55,81.527,55
564,李泓哲,臺東縣,池上鄉,振興村,4,12,6.096774194,-0.1747,55.6,34.8985,24
565,李泓哲,臺東縣,池上鄉,萬安村,2.6,5.8,3.286259542,-0.1183,13,27.779,13
566,李泓哲,臺東縣,池上鄉,錦園村,2,5.2,3.242038217,-0.2389,40,13.5707,10
567,李泓哲,臺東縣,臺東市,民生里,3.333333333,9.833333333,4.928617781,-0.1622,20,30.3861,20
568,李泓哲,臺東縣,臺東市,成功里,2.4,6.8,4.568965517,-0.319,56,14.3228,12
569,李泓哲,臺東縣,臺東市,建業里,4.5,13.5,6.747930083,-0.1665,27,40.5281,27
570,李泓哲,臺東縣,臺東市,建興里,3.4,8.6,5.428954424,-0.2359,17,23.0138,17
571,李泓哲,臺東縣,臺東市,強國里,3.2,6.4,3.618374558,-0.0654,16,55.3268,16
572,李泓哲,臺東縣,臺東市,鐵花里,1.4,2.8,1.826086957,-0.1522,7,11.9979,7
573,劉米婷,臺南市,大內區,大內里,3,7.2,4.258064516,-0.1747,15,24.3736,15
574,劉米婷,臺南市,大內區,內江里,2.166666667,6.333333333,2.965217391,-0.1261,71,23.5148,13
575,塗銘鈞,臺南市,中西區,五妃里,0.4,0.4,0.5,-0.25,2,2,2
576,劉米婷,臺南市,中西區,進學里,0.2,0.8,1,-1,1,1,1
577,劉米婷,臺南市,仁德區,一甲里,2.2,4.2,3.25,-0.25,11,13,11
578,劉米婷,臺南市,仁德區,太子里,3.2,8,4.8,-0.2,16,24,16
579,劉米婷,臺南市,北門區,三光里,7.833333333,23.83333333,12.49345031,-0.1955,47,63.9051,47
580,劉米婷,臺南市,北門區,北門里,5.8,13.4,7.824302135,-0.1511,29,51.7823,29
581,彭郁婷,臺南市,北門區,蚵寮里(鯤江里),25.33333333,100.8333333,72.35395203,-0.4663,152,155.1661,152
582,彭郁婷,臺南市,北區,大豐里,2.2,6,5.296774194,-0.5161,11,10.2631,11
583,彭郁婷,臺南市,北區,中樓里,1,3.6,3.930232558,-0.814,5.25,4.8283,5
584,劉米婷,臺南市,北區,仁愛里,0.4,0.8,1,-0.75,2,1.3333,2
585,塗銘鈞,臺南市,北區,永祥里,2.2,5.2,3.048128342,-0.1631,28,18.6887,11
586,彭郁婷,臺南市,北區,振興里,2,4.8,3.132075472,-0.2358,12,13.2828,10
587,彭郁婷,臺南市,北區,華興里,1.6,4,2.4,-0.2,11.6667,12,8
588,彭郁婷,臺南市,北區,賢北里,1.8,6.6,7.945652174,-0.9312,4,8.5327,9
589,彭郁婷,臺南市,永康區,三民里,12.2,30.4,18.46199291,-0.206,61,89.6213,61
590,劉米婷,臺南市,永康區,中華里,0.6,2.4,3,-1,3,3,3
591,塗銘鈞,臺南市,永康區,六合里,0.2,0.6,0.5,-0.5,1,1,1
592,彭郁婷,臺南市,永康區,蔦松里,2.2,5.4,3.50990099,-0.2426,11,14.4679,11
593,彭郁婷,臺南市,永康區,鹽洲里,2.4,8.2,7.770661157,-0.655,35,11.8636,12
594,劉米婷,臺南市,安平區,育平里,0.2,0.2,0.25,-0.25,1,1,1
595,彭郁婷,臺南市,安定區,大同里,4.4,11.6,7.480225989,-0.2655,27.0909,28.1741,22
596,劉米婷,臺南市,安定區,保西里,2.6,5,2.778571429,-0.0357,13,77.8311,13
597,彭郁婷,臺南市,安定區,海寮里,3.6,8.2,4.757925072,-0.1412,47.6667,33.6964,18
598,劉米婷,臺南市,安定區,蘇林里,1.2,2.6,1.441860465,-0.093,6,15.5039,6
599,塗銘鈞,臺南市,安南區,公親里,1.2,2,1.342857143,-0.0714,12,18.8075,6
600,劉米婷,臺南市,安南區,佃東里,3.8,6.4,4.714285714,-0.1429,19,32.9901,19
601,彭郁婷,臺南市,安南區,城南里,10,31,23.21893848,-0.4264,50,54.4534,50
602,彭郁婷,臺南市,安南區,學東里,1.8,4.2,2.598591549,-0.1901,9,13.6696,9
603,彭郁婷,臺南市,安南區,顯宮里,6,17.8,12.69660194,-0.3762,30,33.7496,30
604,劉米婷,臺南市,西港區,西港里,4.6,14,12.35675676,-0.5541,22.8333,22.3006,23
605,彭郁婷,臺南市,西港區,新復里,8,24,11.48775056,-0.1453,52.0541,79.0623,48
606,劉米婷,臺南市,西港區,檨林里,3.6,10.2,7.259146341,-0.3587,19.2273,20.2374,18
607,劉米婷,臺南市,官田區,西庄里,5.2,11.6,6.529331514,-0.1146,53.7143,56.975,26
608,劉米婷,臺南市,官田區,拔林里,6.333333333,20,9.754850088,-0.1711,38,57.0126,38
609,彭郁婷,臺南市,官田區,社子里,3.8,8.8,5.127659574,-0.1509,57.3333,33.9805,19
610,塗銘鈞,臺南市,東區,大福里,0,0,0,NA,0,0,0
611,彭郁婷,臺南市,東區,文聖里,0,0,0,NA,0,0,0
612,彭郁婷,臺南市,東區,東門里,0.2,0.8,1,-1,1,1,1
613,劉米婷,臺南市,東區,富裕里,0,0,0,NA,0,0,0
614,彭郁婷,臺南市,東區,裕農里,0.2,0.4,0.333333333,-0.3333,1.0001,1.0001,1
615,塗銘鈞,臺南市,南區,佛壇里,1.4,4.6,3.659292035,-0.4912,7,7.4497,7
616,彭郁婷,臺南市,南區,明亮里,0.2,0.8,1,-1,1,1,1
617,劉米婷,臺南市,南區,松安里,0.8,2.4,2,-0.5,4,4,4
618,彭郁婷,臺南市,南區,建南里,0.6,2.2,2.088235294,-0.6765,3,3.0868,3
619,彭郁婷,臺南市,南區,郡南里,0,0,0,NA,0,0,0
620,劉米婷,臺南市,將軍區,仁和里,10.4,27,17.63069208,-0.2678,64.0465,65.8353,52
621,彭郁婷,臺南市,將軍區,平沙里,19.16666667,65.5,35.23394754,-0.2453,115,143.6361,115
622,彭郁婷,臺南市,將軍區,長沙里,13.8,47.8,50.29672087,-0.7635,63.0791,65.8765,69
623,劉米婷,臺南市,將軍區,長榮里,1.6,5,3.975,-0.475,5.3636,8.3684,8
624,劉米婷,臺南市,善化區,六分里,1.4,3,1.630769231,-0.0769,7,21.2064,7
625,劉米婷,臺南市,善化區,六德里,1,2,1,0,5,5,5
626,劉米婷,臺南市,新市區,新和里,2.4,5.8,3.535377358,-0.1958,13.3333,18.0561,12
627,塗銘鈞,臺南市,新市區,潭頂里,2.4,7.8,7.036866359,-0.5945,12.6,11.8366,12
628,楊長融,澎湖縣,西嶼鄉,外垵村,2.166666667,6.5,3.16886931,-0.1542,13,20.5504,13
629,楊長融,澎湖縣,西嶼鄉,竹灣村,2,4,2,0,10,10,10
630,楊長融,澎湖縣,馬公市,光華里,0.6,1.6,1.153846154,-0.3462,3,3.3329,3
631,楊長融,澎湖縣,馬公市,重光里,4.2,8.4,5.160409556,-0.1143,21,45.1479,21
632,楊長融,澎湖縣,湖西鄉,白坑村,1.2,3,2.485714286,-0.4286,6,5.7996,6
633,楊長融,澎湖縣,湖西鄉,成功村,1.6,3.4,1.927710843,-0.0964,8,19.997,8
